sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
11,CC1(COc2ccc(Cl)cc2)C(Cc2ccccc2)CC1,34,0,35,,<eos>,eos,<bos> C C 1 ( C O c 2 c c c ( C l ) c c 2 ) C ( C c 2 c c c c c 2 ) C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 8 5 15 19 23 9 23 23 23 5 15 24 6 23 23 9 6 15 5 15 23 9 23 23 23 23 23 9 6 15 15 8,1,)CC1,0,0,,0,2,0,CC1(COc2ccc(Cl)cc2)CCC1Cc1ccccc1,True,True,1,True,,300.83,5.378,9.23,0.0,1.0,5.0,0.7203,2.9106,False,0.6108,Strong candidate,True
12,2)CCCC1c1ccccc1Cl)N1,20,0,21,,<eos>,eos,<bos> 2 ) C C C C 1 c 1 c c c c c 1 C l ) N 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 6 15 15 15 15 8 23 8 23 23 23 23 23 8 15 24 6 18 8,1,l)N1,0,0,2,1,0,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
13,CCN(Cc1cccc(C)c1)c1ccc(Cl)cc1,29,0,30,,<eos>,eos,<bos> C C N ( C c 1 c c c c ( C ) c 1 ) c 1 c c c ( C l ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 18 5 15 23 8 23 23 23 23 5 15 6 23 8 6 23 8 23 23 23 5 15 24 6 23 23 8,1,)cc1,0,0,,0,2,0,CCN(Cc1cccc(C)c1)c1ccc(Cl)cc1,True,True,1,True,,259.78,4.675,3.24,0.0,1.0,4.0,0.771,1.7012,True,0.7879,Strong candidate,True
14,F)C(C)CC2CO1CC1CC1CC1,21,0,22,,<eos>,eos,<bos> F ) C ( C ) C C 2 C O 1 C C 1 C C 1 C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,16 6 15 5 15 6 15 15 9 15 19 8 15 15 8 15 15 8 15 15 8,1,1CC1,0,0,2,1,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
15,CCOC(=O)c1nnc(CNc2ccc(Cl)cc2)c(C)c1,35,0,36,,<eos>,eos,<bos> C C O C ( = O ) c 1 n n c ( C N c 2 c c c ( C l ) c c 2 ) c ( C ) c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 19 15 5 13 19 6 23 8 25 25 23 5 15 18 23 9 23 23 23 5 15 24 6 23 23 9 6 23 5 15 6 23 8,1,C)c1,0,0,,0,2,0,CCOC(=O)c1cc(C)c(CNc2ccc(Cl)cc2)nn1,True,True,1,True,,305.76,3.227,64.11,1.0,5.0,5.0,0.8592,2.254,True,0.8503,Strong candidate,True
16,CCN(Cc1ccccc1)C(C)=O,20,0,21,,<eos>,eos,<bos> C C N ( C c 1 c c c c c 1 ) C ( C ) = O <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 18 5 15 23 8 23 23 23 23 23 8 6 15 5 15 6 13 19,O,C)=O,0,0,,0,1,0,CCN(Cc1ccccc1)C(C)=O,True,True,1,True,,177.25,2.055,20.31,0.0,1.0,3.0,0.6916,1.5528,True,0.8493,Strong candidate,True
17,Cc1csc(C2CC2)c1NC(=O)c1cccs1,28,0,29,,<eos>,eos,<bos> C c 1 c s c ( C 2 C C 2 ) c 1 N C ( = O ) c 1 c c c s 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 23 8 23 28 23 5 15 9 15 15 9 6 23 8 18 15 5 13 19 6 23 8 23 23 23 28 8,1,ccs1,0,0,,0,1,0,Cc1csc(C2CC2)c1NC(=O)c1cccs1,True,True,1,True,,263.39,4.248,29.1,1.0,3.0,3.0,0.881,2.5688,True,0.8408,Strong candidate,True
18,CCS(=O)(=O)c1ccc(Cl)cc1,23,0,24,,<eos>,eos,<bos> C C S ( = O ) ( = O ) c 1 c c c ( C l ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 20 5 13 19 6 5 13 19 6 23 8 23 23 23 5 15 24 6 23 23 8,1,)cc1,0,0,,0,1,0,CCS(=O)(=O)c1ccc(Cl)cc1,True,True,1,True,,204.68,2.134,34.14,0.0,2.0,2.0,0.7399,1.5894,True,0.8561,Strong candidate,True
19,Oc1ccc(Cl)cc1NC(=O)C1CCCC1,26,0,27,,<eos>,eos,<bos> O c 1 c c c ( C l ) c c 1 N C ( = O ) C 1 C C C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 23 8 23 23 23 5 15 24 6 23 23 8 18 15 5 13 19 6 15 8 15 15 15 15 8,1,CCC1,0,0,,0,1,0,O=C(Nc1cc(Cl)ccc1O)C1CCCC1,True,True,1,True,,239.7,3.174,49.33,2.0,2.0,2.0,0.7792,1.7312,True,0.8066,Strong candidate,True
20,N(C)C(C)c1ccccc1Cl)C(C)C,24,0,25,,<eos>,eos,<bos> N ( C ) C ( C ) c 1 c c c c c 1 C l ) C ( C ) C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 5 15 6 15 5 15 6 23 8 23 23 23 23 23 8 15 24 6 15 5 15 6 15,C,(C)C,0,0,,0,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
21,23O)C1CN(c2ccccc2OC)CC1,23,0,24,,<eos>,eos,<bos> 2 3 O ) C 1 C N ( c 2 c c c c c 2 O C ) C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 10 19 6 15 8 15 18 5 23 9 23 23 23 23 23 9 19 15 6 15 15 8,1,)CC1,0,0,2 3,2,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
22,F)C(C)c1ccccc1Cl)NC1,20,0,21,,<eos>,eos,<bos> F ) C ( C ) c 1 c c c c c 1 C l ) N C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,16 6 15 5 15 6 23 8 23 23 23 23 23 8 15 24 6 18 15 8,1,)NC1,0,0,1,1,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
23,Cc1cc2c(c1)CCNC(=O)C1CC(=O)N(C)C1,33,0,34,,<eos>,eos,<bos> C c 1 c c 2 c ( c 1 ) C C N C ( = O ) C 1 C C ( = O ) N ( C ) C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 23 8 23 23 9 23 5 23 8 6 15 15 18 15 5 13 19 6 15 8 15 15 5 13 19 6 18 5 15 6 15 8,1,C)C1,0,0,2,1,1,0,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
24,##]c1ccc(CN2CCOCC2)cc1Cl,24,0,25,,<eos>,eos,<bos> # # ] c 1 c c c ( C N 2 C C O C C 2 ) c c 1 C l <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,4 4 22 23 8 23 23 23 5 15 18 9 15 15 19 15 15 9 6 23 23 8 15 24,l,c1Cl,0,0,,0,1,0,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
25,2)o1n1cnnn1CCOC(C)CO,20,0,21,,<eos>,eos,<bos> 2 ) o 1 n 1 c n n n 1 C C O C ( C ) C O <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 6 26 8 25 8 23 25 25 25 8 15 15 19 15 5 15 6 15 19,O,C)CO,0,0,1 2,2,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
26,C=S(=O)(=O)c1ccc(N2CCCC2=O)cc1,30,0,31,,<eos>,eos,<bos> C = S ( = O ) ( = O ) c 1 c c c ( N 2 C C C C 2 = O ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 13 20 5 13 19 6 5 13 19 6 23 8 23 23 23 5 18 9 15 15 15 15 9 13 19 6 23 23 8,1,)cc1,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
27,3s23s1=OCCN2CCOCC1c1ccccc1,26,0,27,,<eos>,eos,<bos> 3 s 2 3 s 1 = O C C N 2 C C O C C 1 c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,10 28 9 10 28 8 13 19 15 15 18 9 15 15 19 15 15 8 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,0,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
28,4oo]23)c1nccn1CCCO2C,20,0,21,,<eos>,eos,<bos> 4 o o ] 2 3 ) c 1 n c c n 1 C C C O 2 C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,11 26 26 22 9 10 6 23 8 25 23 23 25 8 15 15 15 19 9 15,C,CO2C,0,0,3 4,2,0,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
29,2)N1CCOC(c1ccccc1)C2,20,0,21,,<eos>,eos,<bos> 2 ) N 1 C C O C ( c 1 c c c c c 1 ) C 2 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 6 18 8 15 15 19 15 5 23 8 23 23 23 23 23 8 6 15 9,2,1)C2,0,0,1,1,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
30,2)o1cnn1CCOc1ccccc1Cl,21,0,22,,<eos>,eos,<bos> 2 ) o 1 c n n 1 C C O c 1 c c c c c 1 C l <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 6 26 8 23 25 25 8 15 15 19 23 8 23 23 23 23 23 8 15 24,l,c1Cl,0,0,2,1,0,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
31,O4o3s1c(C)nnn1Cc1ccc(Cl)cc1,27,0,28,,<eos>,eos,<bos> O 4 o 3 s 1 c ( C ) n n n 1 C c 1 c c c ( C l ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 11 26 10 28 8 23 5 15 6 25 25 25 8 15 23 8 23 23 23 5 15 24 6 23 23 8,1,)cc1,0,0,3 4,2,1,0,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
32,2)N1CCCc1ccc(Cl)cc1C,20,0,21,,<eos>,eos,<bos> 2 ) N 1 C C C c 1 c c c ( C l ) c c 1 C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 6 18 8 15 15 15 23 8 23 23 23 5 15 24 6 23 23 8 15,C,cc1C,0,0,1 2,2,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
33,CCc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1OC,32,0,33,,<eos>,eos,<bos> C C c 1 c c c ( C ( = O ) N c 2 c c c ( C l ) c c 2 ) c c 1 O C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 15 24 6 23 23 9 6 23 23 8 19 15,C,c1OC,0,0,,0,2,0,CCc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1OC,True,True,1,True,,289.76,4.163,38.33,1.0,2.0,4.0,0.9175,1.555,True,0.8259,Strong candidate,True
34,O=OCC2CCCO2)c1ccccc1,20,0,21,,<eos>,eos,<bos> O = O C C 2 C C C O 2 ) c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 13 19 15 15 9 15 15 15 19 9 6 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,0,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
35,C=N(C)C(=O)c1ccc(Cl)cc1,23,0,24,,<eos>,eos,<bos> C = N ( C ) C ( = O ) c 1 c c c ( C l ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 13 18 5 15 6 15 5 13 19 6 23 8 23 23 23 5 15 24 6 23 23 8,1,)cc1,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
36,COc1ccc(Cl)cc1Cl)c1ccccc1,25,0,26,,<eos>,eos,<bos> C O c 1 c c c ( C l ) c c 1 C l ) c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 19 23 8 23 23 23 5 15 24 6 23 23 8 15 24 6 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
37,2)N1CC(C)c1ccc(C#N)cc1Cl,24,0,25,,<eos>,eos,<bos> 2 ) N 1 C C ( C ) c 1 c c c ( C # N ) c c 1 C l <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,9 6 18 8 15 15 5 15 6 23 8 23 23 23 5 15 4 18 6 23 23 8 15 24,l,c1Cl,0,0,1 2,2,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
38,3C(=O)N(C)Cc2ccccc2)c1,22,0,23,,<eos>,eos,<bos> 3 C ( = O ) N ( C ) C c 2 c c c c c 2 ) c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,10 15 5 13 19 6 18 5 15 6 15 23 9 23 23 23 23 23 9 6 23 8,1,2)c1,0,0,1 3,2,1,0,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
