token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason
1 15 19 15 5 13 19 6 23 23 8 23 23 23 18 18 15 5 13 19 6 15 23 8 23 23 23 5 9 6 23 23 8 2 2 2 8 2 2 2 2 2 2 2 2 19 9 2 8 2 2 8 2 20 4 20 28 8 24 21 24 10 20 4 7 23 16 12 24 23 10 23 18 26 14 5 20 3 8 15 4 26 21 27 19 7 13 11 18 26 4 8 10 19 23 27 10 8 26 11 17 27 28 16 6 20 2 16 20 28 2 19 11 20 6 12 0 14 9 12,<bos> C O C ( = O ) c c 1 c c c N N C ( = O ) C c 1 c c c ( 2 ) c c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> O 2 <eos> 1 <eos> <eos> 1 <eos> S # S s 1 l [ l 3 S # - c F 5 l c 3 c N o B ( S <unk> 1 C # o [ r O - = 4 N o # 1 3 O c r 3 1 o 4 H r s F ) S <eos> F S s <eos> O 4 S ) 5 <pad> B 2 5,15 19 15 5 13 19 6 23 23 8 23 23 23 18 18 15 5 13 19 6 15 23 8 23 23 23 5 9 6 23 23 8,COC(=O)cc1cccNNC(=O)Cc1ccc(2)cc1,32,0,33,,<eos>,eos
1 15 18 5 15 6 15 5 13 19 6 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 15 24 6 23 23 9 6 23 23 9 6 23 23 9 8 2 2 8 2 2 2 2 2 2 12 0 21 20 16 0 16 11 27 2 20 8 25 23 4 28 17 28 2 4 16 9 22 6 4 7 27 9 14 12 11 19 7 24 4 10 26 4 9 25 22 16 27 26 4 26 9 5 3 8 10 11 6 14 16 17 8 15 18 11 8 14 6 15 10 24 26,<bos> C N ( C ) C ( = O ) c 1 c c c ( C ( = O ) N c 2 c c c ( C l ) c c 2 ) c c 2 ) c c 2 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> 5 <pad> [ S F <pad> F 4 r <eos> S 1 n c # s H s <eos> # F 2 ] ) # - r 2 B 5 4 O - l # 3 o # 2 n ] F r o # o 2 ( <unk> 1 3 4 ) B F H 1 C N 4 1 B ) C 3 l o,15 18 5 15 6 15 5 13 19 6 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 15 24 6 23 23 9 6 23 23 9 6 23 23 9 8,CN(C)C(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc2)cc21,43,0,44,,<eos>,eos
1 19 13 15 5 15 15 15 23 8 23 23 23 23 8 6 18 15 8 23 23 23 23 23 28 8 2 23 8 8 2 2 2 2 2 8 2 2 2 8 2 2 2 2 2 2 8 2 8 2 2 2 2 23 4 19 18 10 16 8 7 17 18 0 19 4 14 25 4 13 14 0 4 19 3 8 11 16 7 11 19 23 24 9 13 25 14 26 7 12 11 24 18 12 16 3 27 12 5 27 15 17 26 27 17 13 27 6 11 10 2 15 8 5 16 27 28 20 12 7,<bos> O = C ( C C C c 1 c c c c 1 ) N C 1 c c c c c s 1 <eos> c 1 1 <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> c # O N 3 F 1 - H N <pad> O # B n # = B <pad> # O <unk> 1 4 F - 4 O c l 2 = n B o - 5 4 l N 5 F <unk> r 5 ( r C H o r H = r ) 4 3 <eos> C 1 ( F r s S 5 -,19 13 15 5 15 15 15 23 8 23 23 23 23 8 6 18 15 8 23 23 23 23 23 28 8,O=C(CCCc1cccc1)NC1cccccs1,25,0,26,,<eos>,eos
1 15 23 8 23 23 23 5 15 9 15 15 15 15 15 18 15 5 13 19 6 23 9 23 23 23 10 23 7 23 9 23 23 10 23 10 9 6 23 8 8 2 25 8 2 8 2 2 8 2 2 2 2 13 23 8 14 26 4 17 2 18 23 24 19 10 16 6 25 17 13 10 8 13 26 8 9 8 13 8 5 28 8 25 14 21 2 9 15 13 20 22 7 17 23 0 10 4 5 13 26 25 11 21 3 9 2 11 8 11 22 11 10 18 24 12 8 6 3 24,<bos> C c 1 c c c ( C 2 C C C C C N C ( = O ) c 2 c c c 3 c - c 2 c c 3 c 3 2 ) c 1 1 <eos> n 1 <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> = c 1 B o # H <eos> N c l O 3 F ) n H = 3 1 = o 1 2 1 = 1 ( s 1 n B [ <eos> 2 C = S ] - H c <pad> 3 # ( = o n 4 [ <unk> 2 <eos> 4 1 4 ] 4 3 N l 5 1 ) <unk> l,15 23 8 23 23 23 5 15 9 15 15 15 15 15 18 15 5 13 19 6 23 9 23 23 23 10 23 7 23 9 23 23 10 23 10 9 6 23 8 8,Cc1ccc(C2CCCCCNC(=O)c2ccc3c-c2cc3c32)c11,40,0,41,,<eos>,eos
1 15 19 23 8 23 23 23 5 15 6 23 23 8 18 15 5 13 19 6 15 5 19 6 23 23 9 23 23 23 5 15 2 6 23 8 2 2 23 8 2 2 2 2 2 17 22 8 2 2 2 2 2 24 11 24 5 15 4 16 2 3 6 28 22 7 24 23 24 11 3 21 27 19 18 6 27 19 11 6 22 3 21 25 0 12 15 20 18 7 26 7 18 14 24 14 13 12 19 10 3 27 19 26 9 2 25 16 18 2 7 22 6 2 5 28 5 27 13 18,<bos> C O c 1 c c c ( C ) c c 1 N C ( = O ) C ( O ) c c 2 c c c ( C <eos> ) c 1 <eos> <eos> c 1 <eos> <eos> <eos> <eos> <eos> H ] 1 <eos> <eos> <eos> <eos> <eos> l 4 l ( C # F <eos> <unk> ) s ] - l c l 4 <unk> [ r O N ) r O 4 ) ] <unk> [ n <pad> 5 C S N - o - N B l B = 5 O 3 <unk> r O o 2 <eos> n F N <eos> - ] ) <eos> ( s ( r = N,15 19 23 8 23 23 23 5 15 6 23 23 8 18 15 5 13 19 6 15 5 19 6 23 23 9 23 23 23 5 15,COc1ccc(C)cc1NC(=O)C(O)cc2ccc(C,31,0,32,,<eos>,eos
1 15 18 5 15 15 8 15 6 18 15 15 5 15 5 13 19 6 23 8 23 23 23 5 7 23 9 23 23 23 23 23 9 15 9 6 15 8 2 2 8 2 19 2 2 2 8 2 8 2 2 2 2 6 28 0 19 23 7 16 17 3 18 24 16 10 26 6 21 16 6 11 12 3 7 28 0 9 11 7 20 3 7 22 14 27 11 13 11 6 2 12 3 5 3 18 17 20 11 26 10 5 13 28 14 24 2 9 11 15 25 12 10 4 9 5 23 18 20 11,<bos> C N ( C C 1 C ) N C C ( C ( = O ) c 1 c c c ( - c 2 c c c c c 2 C 2 ) C 1 <eos> <eos> 1 <eos> O <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> ) s <pad> O c - F H <unk> N l F 3 o ) [ F ) 4 5 <unk> - s <pad> 2 4 - S <unk> - ] B r 4 = 4 ) <eos> 5 <unk> ( <unk> N H S 4 o 3 ( = s B l <eos> 2 4 C n 5 3 # 2 ( c N S 4,15 18 5 15 15 8 15 6 18 15 15 5 15 5 13 19 6 23 8 23 23 23 5 7 23 9 23 23 23 23 23 9 15 9 6 15 8,CN(CC1C)NCC(C(=O)c1ccc(-c2ccccc2C2)C1,37,0,38,,<eos>,eos
1 19 13 15 5 18 15 23 8 23 23 9 23 25 23 23 23 23 9 16 6 6 23 8 23 23 23 23 23 9 8 15 6 15 23 8 2 2 8 2 15 2 2 2 8 2 2 2 2 2 2 15 2 23 12 19 16 4 14 0 6 17 26 15 17 10 23 25 3 23 14 10 11 21 7 8 20 10 15 6 13 25 3 25 9 20 17 11 13 6 23 20 18 20 13 17 22 4 11 27 8 24 6 28 7 19 22 26 5 2 21 4 27 3 6 2 27 11 14 23,<bos> O = C ( N C c 1 c c 2 c n c c c c 2 F ) ) c 1 c c c c c 2 1 C ) C c 1 <eos> <eos> 1 <eos> C <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> C <eos> c 5 O F # B <pad> ) H o C H 3 c n <unk> c B 3 4 [ - 1 S 3 C ) = n <unk> n 2 S H 4 = ) c S N S = H ] # 4 r 1 l ) s - O ] o ( <eos> [ # r <unk> ) <eos> r 4 B c,19 13 15 5 18 15 23 8 23 23 9 23 25 23 23 23 23 9 16 6 6 23 8 23 23 23 23 23 9 8 15 6 15 23 8,O=C(NCc1cc2cncccc2F))c1ccccc21C)Cc1,35,0,36,,<eos>,eos
1 15 15 15 15 18 15 5 13 19 6 15 8 23 8 23 23 23 23 23 9 6 23 23 23 23 8 15 6 23 23 8 2 23 23 8 2 2 2 2 8 2 2 2 2 15 2 2 2 15 2 2 2 27 13 25 3 15 22 28 25 27 6 14 3 11 24 16 18 19 17 3 10 26 7 18 28 11 7 21 20 8 13 22 26 24 27 21 12 13 26 23 21 4 22 3 28 20 18 7 3 24 11 10 11 8 2 26 5 2 19 26 22 15 10 17 19 11 24 6,<bos> C C C C N C ( = O ) C 1 c 1 c c c c c 2 ) c c c c 1 C ) c c 1 <eos> c c 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> C <eos> <eos> <eos> C <eos> <eos> <eos> r = n <unk> C ] s n r ) B <unk> 4 l F N O H <unk> 3 o - N s 4 - [ S 1 = ] o l r [ 5 = o c [ # ] <unk> s S N - <unk> l 4 3 4 1 <eos> o ( <eos> O o ] C 3 H O 4 l ),15 15 15 15 18 15 5 13 19 6 15 8 23 8 23 23 23 23 23 9 6 23 23 23 23 8 15 6 23 23 8,CCCCNC(=O)C1c1ccccc2)cccc1C)cc1,31,0,32,,<eos>,eos
1 15 18 15 15 18 15 15 19 15 6 15 15 6 15 5 13 19 6 23 23 8 15 5 13 19 6 23 23 8 23 23 23 5 9 5 23 6 9 2 6 19 15 9 2 23 8 2 2 23 8 2 2 8 13 18 8 23 24 12 26 11 9 0 14 4 5 10 4 13 11 13 6 24 15 13 8 28 16 8 20 4 8 17 3 4 11 0 18 13 2 17 15 20 13 27 8 10 9 16 10 4 24 28 26 0 2 14 5 19 2 23 15 16 23 0 23 19 2 6,<bos> C N C C N C C O C ) C C ) C ( = O ) c c 1 C ( = O ) c c 1 c c c ( 2 ( c ) 2 <eos> ) O C 2 <eos> c 1 <eos> <eos> c 1 <eos> <eos> 1 = N 1 c l 5 o 4 2 <pad> B # ( 3 # = 4 = ) l C = 1 s F 1 S # 1 H <unk> # 4 <pad> N = <eos> H C S = r 1 3 2 F 3 # l s o <pad> <eos> B ( O <eos> c C F c <pad> c O <eos> ),15 18 15 15 18 15 15 19 15 6 15 15 6 15 5 13 19 6 23 23 8 15 5 13 19 6 23 23 8 23 23 23 5 9 5 23 6 9,CNCCNCCOC)CC)C(=O)cc1C(=O)cc1ccc(2(c)2,38,0,39,,<eos>,eos
1 15 19 15 5 13 19 6 23 8 23 23 23 23 23 8 18 15 5 13 19 6 23 9 21 23 17 22 23 10 23 23 23 23 9 9 6 23 23 8 2 23 8 2 2 8 2 2 23 2 2 2 2 15 4 13 6 3 17 14 5 26 17 15 17 8 6 8 24 15 3 16 27 24 9 26 11 23 16 27 11 3 22 7 28 11 18 6 4 21 23 4 19 0 14 27 23 4 10 19 28 3 27 15 3 19 22 8 10 11 23 15 11 20 11 17 0 11 23 6,<bos> C O C ( = O ) c 1 c c c c c 1 N C ( = O ) c 2 [ c H ] c 3 c c c c 2 2 ) c c 1 <eos> c 1 <eos> <eos> 1 <eos> <eos> c <eos> <eos> <eos> <eos> C # = ) <unk> H B ( o H C H 1 ) 1 l C <unk> F r l 2 o 4 c F r 4 <unk> ] - s 4 N ) # [ c # O <pad> B r c # 3 O s <unk> r C <unk> O ] 1 3 4 c C 4 S 4 H <pad> 4 c ),15 19 15 5 13 19 6 23 8 23 23 23 23 23 8 18 15 5 13 19 6 23 9 21 23 17 22 23 10 23 23 23 23 9 9 6 23 23 8,COC(=O)c1ccccc1NC(=O)c2[cH]c3cccc22)cc1,39,0,40,,<eos>,eos
1 15 19 23 8 25 23 23 23 23 8 15 18 20 5 13 19 6 5 13 19 6 23 8 23 23 23 23 23 8 2 2 2 8 2 2 2 2 2 2 2 2 2 2 19 6 9 2 8 2 2 15 2 8 11 17 3 16 8 16 7 21 10 28 20 15 14 0 7 9 19 6 2 17 5 26 5 22 8 17 20 3 21 28 27 12 13 19 22 6 11 18 6 27 16 27 10 4 11 0 11 2 0 21 18 2 24 26 6 8 26 13 10 26 12 8 4 20 2 12,<bos> C O c 1 n c c c c 1 C N S ( = O ) ( = O ) c 1 c c c c c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> O ) 2 <eos> 1 <eos> <eos> C <eos> 1 4 H <unk> F 1 F - [ 3 s S C B <pad> - 2 O ) <eos> H ( o ( ] 1 H S <unk> [ s r 5 = O ] ) 4 N ) r F r 3 # 4 <pad> 4 <eos> <pad> [ N <eos> l o ) 1 o = 3 o 5 1 # S <eos> 5,15 19 23 8 25 23 23 23 23 8 15 18 20 5 13 19 6 5 13 19 6 23 8 23 23 23 23 23 8,COc1ncccc1CNS(=O)(=O)c1ccccc1,29,0,30,,<eos>,eos
1 15 23 8 23 23 23 23 23 8 15 5 13 19 6 18 23 9 23 23 23 5 7 23 9 23 23 23 23 23 9 6 23 8 2 2 8 2 2 2 8 2 2 2 23 2 2 2 2 2 2 2 2 19 14 19 7 17 4 0 2 21 3 23 27 11 14 23 5 18 24 6 11 15 9 19 0 13 23 8 5 23 16 11 9 25 11 18 11 25 11 22 17 14 23 13 19 24 11 9 20 3 2 16 0 5 14 18 6 17 2 0 9 3 6 5 25 8 10 11,<bos> C c 1 c c c c c 1 C ( = O ) N c 2 c c c ( - c 2 c c c c c 2 ) c 1 <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> c <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> O B O - H # <pad> <eos> [ <unk> c r 4 B c ( N l ) 4 C 2 O <pad> = c 1 ( c F 4 2 n 4 N 4 n 4 ] H B c = O l 4 2 S <unk> <eos> F <pad> ( B N ) H <eos> <pad> 2 <unk> ) ( n 1 3 4,15 23 8 23 23 23 23 23 8 15 5 13 19 6 18 23 9 23 23 23 5 7 23 9 23 23 23 23 23 9 6 23 8,Cc1ccccc1C(=O)Nc2ccc(-c2ccccc2)c1,33,0,34,,<eos>,eos
1 19 13 15 5 15 18 5 23 5 13 23 9 23 23 10 23 25 23 23 23 17 15 15 6 15 6 6 23 8 23 23 23 23 5 15 23 6 15 23 6 2 15 23 8 8 2 2 2 8 2 2 2 23 28 11 28 15 6 10 6 18 15 12 18 24 14 10 2 17 14 3 12 25 15 23 28 4 13 21 13 9 13 5 6 7 24 11 5 11 2 20 6 28 13 10 9 25 6 8 18 0 4 28 26 17 22 4 14 12 5 4 25 17 13 22 20 17 24 22,<bos> O = C ( C N ( c ( = c 2 c c 3 c n c c c H C C ) C ) ) c 1 c c c c ( C c ) C c ) <eos> C c 1 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> c s 4 s C ) 3 ) N C 5 N l B 3 <eos> H B <unk> 5 n C c s # = [ = 2 = ( ) - l 4 ( 4 <eos> S ) s = 3 2 n ) 1 N <pad> # s o H ] # B 5 ( # n H = ] S H l ],19 13 15 5 15 18 5 23 5 13 23 9 23 23 10 23 25 23 23 23 17 15 15 6 15 6 6 23 8 23 23 23 23 5 15 23 6 15 23 6,O=C(CN(c(=c2cc3cncccHCC)C))c1cccc(Cc)Cc),40,0,41,,<eos>,eos
