token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,last_non_special_token,ending_motif,max_parenthesis_depth,max_bracket_depth
1 15 15 25 8 25 23 5 15 5 13 19 6 18 23 9 23 23 23 5 16 6 23 23 9 6 23 23 23 8 19 15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C n 1 n c ( C ( = O ) N c 2 c c c ( F ) c c 2 ) c c c 1 O C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 25 8 25 23 5 15 5 13 19 6 18 23 9 23 23 23 5 16 6 23 23 9 6 23 23 23 8 19 15,CCn1nc(C(=O)Nc2ccc(F)cc2)ccc1OC,31,0,32,,<eos>,eos,0,0,,0,C,c1OC,2,0
1 15 15 5 13 19 6 18 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 5 7 23 10 23 23 23 5 15 24 6 23 23 10 6 15 15 9 6 25 23 8 15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C ( = O ) N 1 C C N ( C ( = O ) c 2 c c c ( - c 3 c c c ( C l ) c c 3 ) C C 2 ) n c 1 C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 5 13 19 6 18 8 15 15 18 5 15 5 13 19 6 23 9 23 23 23 5 7 23 10 23 23 23 5 15 24 6 23 23 10 6 15 15 9 6 25 23 8 15,CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(Cl)cc3)CC2)nc1C,45,0,46,,<eos>,eos,0,0,,0,C,nc1C,3,0
1 15 4 15 15 15 15 5 15 4 18 6 15 5 13 19 6 18 15 8 15 15 15 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C # C C C C ( C # N ) C ( = O ) N C 1 C C C C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 4 15 15 15 15 5 15 4 18 6 15 5 13 19 6 18 15 8 15 15 15 15 15 8,C#CCCC(C#N)C(=O)NC1CCCCC1,25,0,26,,<eos>,eos,0,0,,0,1,CCC1,1,0
1 15 18 23 8 23 23 9 23 5 23 23 8 7 23 8 23 23 23 23 23 8 6 18 15 15 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C N c 1 c c 2 c ( c c 1 - c 1 c c c c c 1 ) N C C 2 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 18 23 8 23 23 9 23 5 23 23 8 7 23 8 23 23 23 23 23 8 6 18 15 15 9,CNc1cc2c(cc1-c1ccccc1)NCC2,26,0,27,,<eos>,eos,0,0,,0,2,NCC2,1,0
1 15 18 15 5 13 19 6 23 8 23 23 5 15 9 15 15 9 6 23 5 15 9 15 15 9 6 23 5 7 23 9 23 23 23 5 15 24 6 23 23 9 6 25 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C N C ( = O ) c 1 c c ( C 2 C C 2 ) c ( C 2 C C 2 ) c ( - c 2 c c c ( C l ) c c 2 ) n 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 18 15 5 13 19 6 23 8 23 23 5 15 9 15 15 9 6 23 5 15 9 15 15 9 6 23 5 7 23 9 23 23 23 5 15 24 6 23 23 9 6 25 8,CNC(=O)c1cc(C2CC2)c(C2CC2)c(-c2ccc(Cl)cc2)n1,44,0,45,,<eos>,eos,0,0,,0,1,2)n1,2,0
1 15 18 5 15 15 6 15 5 13 19 6 23 8 23 23 23 9 23 5 23 8 6 15 5 13 19 6 15 15 23 9 23 23 23 23 23 9 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C N ( C C ) C ( = O ) c 1 c c c 2 c ( c 1 ) C ( = O ) C C c 2 c c c c c 2 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 18 5 15 15 6 15 5 13 19 6 23 8 23 23 23 9 23 5 23 8 6 15 5 13 19 6 15 15 23 9 23 23 23 23 23 9 8,CN(CC)C(=O)c1ccc2c(c1)C(=O)CCc2ccccc21,38,0,39,,<eos>,eos,0,0,1 2,2,1,cc21,1,0
1 18 23 8 25 23 9 23 5 23 5 15 5 16 6 5 16 6 16 6 25 25 9 15 15 5 16 6 5 16 6 16 6 25 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N c 1 n c 2 c ( c ( C ( F ) ( F ) F ) n n 2 C C ( F ) ( F ) F ) n 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 23 8 25 23 9 23 5 23 5 15 5 16 6 5 16 6 16 6 25 25 9 15 15 5 16 6 5 16 6 16 6 25 8,Nc1nc2c(c(C(F)(F)F)nn2CC(F)(F)F)n1,34,0,35,,<eos>,eos,0,0,,0,1,F)n1,3,0
1 15 15 18 5 15 15 15 6 15 5 13 19 6 18 23 8 23 23 23 5 15 5 13 19 6 18 15 23 9 23 23 23 28 9 6 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C N ( C C C ) C ( = O ) N c 1 c c c ( C ( = O ) N C c 2 c c c s 2 ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 18 5 15 15 15 6 15 5 13 19 6 18 23 8 23 23 23 5 15 5 13 19 6 18 15 23 9 23 23 23 28 9 6 23 23 8,CCN(CCC)C(=O)Nc1ccc(C(=O)NCc2cccs2)cc1,38,0,39,,<eos>,eos,0,0,,0,1,)cc1,2,0
1 15 18 15 5 13 19 6 23 8 23 23 23 9 23 5 23 8 6 23 5 13 19 6 25 5 7 23 9 23 23 23 23 23 9 6 23 8 13 19 6 18 5 15 6 15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C N C ( = O ) c 1 c c c 2 c ( c 1 ) c ( = O ) n ( - c 2 c c c c c 2 ) c 1 = O ) N ( C ) C <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 18 15 5 13 19 6 23 8 23 23 23 9 23 5 23 8 6 23 5 13 19 6 25 5 7 23 9 23 23 23 23 23 9 6 23 8 13 19 6 18 5 15 6 15,CNC(=O)c1ccc2c(c1)c(=O)n(-c2ccccc2)c1=O)N(C)C,45,0,46,,<eos>,eos,0,0,1 2,2,C,(C)C,1,0
1 15 15 5 15 6 5 15 6 15 5 13 19 6 18 8 15 15 15 5 23 9 25 23 5 15 10 15 15 10 6 25 23 10 23 23 23 23 23 9 10 6 15 15 8 13 19 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C ( C ) ( C ) C ( = O ) N 1 C C C ( c 2 n c ( C 3 C C 3 ) n c 3 c c c c c 2 3 ) C C 1 = O <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 5 15 6 5 15 6 15 5 13 19 6 18 8 15 15 15 5 23 9 25 23 5 15 10 15 15 10 6 25 23 10 23 23 23 23 23 9 10 6 15 15 8 13 19,CC(C)(C)C(=O)N1CCC(c2nc(C3CC3)nc3ccccc23)CC1=O,46,0,47,,<eos>,eos,0,0,,0,O,C1=O,2,0
1 15 4 15 15 18 5 15 6 15 5 13 19 6 15 15 18 15 5 13 19 6 23 8 23 23 23 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C # C C N ( C ) C ( = O ) C C N C ( = O ) c 1 c c c c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 4 15 15 18 5 15 6 15 5 13 19 6 15 15 18 15 5 13 19 6 23 8 23 23 23 23 23 8,C#CCN(C)C(=O)CCNC(=O)c1ccccc1,29,0,30,,<eos>,eos,0,0,,0,1,ccc1,1,0
1 15 15 15 15 15 5 13 19 6 18 8 15 15 18 5 23 9 23 23 23 23 5 7 23 10 23 23 23 23 23 10 6 15 9 6 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C C C C ( = O ) N 1 C C N ( c 2 c c c c ( - c 3 c c c c c 3 ) C 2 ) C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 15 15 15 5 13 19 6 18 8 15 15 18 5 23 9 23 23 23 23 5 7 23 10 23 23 23 23 23 10 6 15 9 6 15 15 8,CCCCC(=O)N1CCN(c2cccc(-c3ccccc3)C2)CC1,38,0,39,,<eos>,eos,0,0,,0,1,)CC1,2,0
1 19 13 15 5 23 8 23 23 23 5 7 23 9 23 23 23 23 25 9 6 23 9 23 8 15 15 18 9 15 5 13 19 6 23 8 23 23 23 23 23 8 6 18 15 8 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0,<bos> O = C ( c 1 c c c ( - c 2 c c c c n 2 ) c 2 c 1 C C N 2 C ( = O ) c 1 c c c c c 1 ) N C 1 C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 13 15 5 23 8 23 23 23 5 7 23 9 23 23 23 23 25 9 6 23 9 23 8 15 15 18 9 15 5 13 19 6 23 8 23 23 23 23 23 8 6 18 15 8 15 15 8,O=C(c1ccc(-c2ccccn2)c2c1CCN2C(=O)c1ccccc1)NC1CC1,48,0,49,,<eos>,eos,0,0,,0,1,1CC1,2,0
1 23 8 23 23 23 5 7 23 9 23 23 23 10 23 5 23 9 6 18 15 5 13 19 6 18 10 15 15 19 15 15 10 6 23 5 13 19 6 21 25 17 22 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> c 1 c c c ( - c 2 c c c 3 c ( c 2 ) N C ( = O ) N 3 C C O C C 3 ) c ( = O ) [ n H ] 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,23 8 23 23 23 5 7 23 9 23 23 23 10 23 5 23 9 6 18 15 5 13 19 6 18 10 15 15 19 15 15 10 6 23 5 13 19 6 21 25 17 22 8,c1ccc(-c2ccc3c(c2)NC(=O)N3CCOCC3)c(=O)[nH]1,43,0,44,,<eos>,eos,0,0,3,1,1,nH]1,2,1
1 15 13 15 15 15 5 15 6 18 15 5 13 19 6 15 8 15 15 15 18 5 15 5 13 19 6 15 9 15 15 9 6 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C = C C C ( C ) N C ( = O ) C 1 C C C N ( C ( = O ) C 2 C C 2 ) C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 13 15 15 15 5 15 6 18 15 5 13 19 6 15 8 15 15 15 18 5 15 5 13 19 6 15 9 15 15 9 6 15 8,C=CCC(C)NC(=O)C1CCCN(C(=O)C2CC2)C1,34,0,35,,<eos>,eos,0,0,,0,1,2)C1,2,0
1 15 15 8 5 15 6 15 23 9 23 23 5 18 15 5 13 19 6 23 10 23 23 23 23 23 10 6 23 23 23 9 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C 1 ( C ) C c 2 c c ( N C ( = O ) c 3 c c c c c 3 ) c c c 2 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 8 5 15 6 15 23 9 23 23 5 18 15 5 13 19 6 23 10 23 23 23 23 23 10 6 23 23 23 9 8,CC1(C)Cc2cc(NC(=O)c3ccccc3)ccc21,32,0,33,,<eos>,eos,0,0,,0,1,cc21,2,0
1 18 4 15 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 7 23 10 25 23 5 15 11 15 15 11 6 25 26 10 6 23 23 9 6 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N # C c 1 c c c ( C ( = O ) N c 2 c c c ( - c 3 n c ( C 4 C C 4 ) n o 3 ) c c 2 ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 4 15 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 7 23 10 25 23 5 15 11 15 15 11 6 25 26 10 6 23 23 9 6 23 23 8,N#Cc1ccc(C(=O)Nc2ccc(-c3nc(C4CC4)no3)cc2)cc1,44,0,45,,<eos>,eos,0,0,,0,1,)cc1,3,0
1 18 15 5 13 19 6 23 8 25 25 5 7 23 9 23 23 23 23 5 15 24 6 23 9 6 23 23 8 7 23 8 23 23 23 5 16 6 23 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N C ( = O ) c 1 n n ( - c 2 c c c c ( C l ) c 2 ) c c 1 - c 1 c c c ( F ) c c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 15 5 13 19 6 23 8 25 25 5 7 23 9 23 23 23 23 5 15 24 6 23 9 6 23 23 8 7 23 8 23 23 23 5 16 6 23 23 8,NC(=O)c1nn(-c2cccc(Cl)c2)cc1-c1ccc(F)cc1,40,0,41,,<eos>,eos,0,0,,0,1,)cc1,2,0
1 19 13 15 5 19 15 8 15 15 18 5 23 9 23 23 23 23 5 7 23 10 23 23 23 23 25 10 6 23 9 6 15 15 8 13 19 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> O = C ( O C 1 C C N ( c 2 c c c c ( - c 3 c c c c n 3 ) c 2 ) C C 1 = O <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19 13 15 5 19 15 8 15 15 18 5 23 9 23 23 23 23 5 7 23 10 23 23 23 23 25 10 6 23 9 6 15 15 8 13 19,O=C(OC1CCN(c2cccc(-c3ccccn3)c2)CC1=O,36,0,37,,<eos>,eos,1,0,,0,O,C1=O,3,0
1 18 15 8 15 15 18 5 15 23 9 23 23 23 23 23 9 15 24 6 23 9 23 23 23 23 23 9 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> N C 1 C C N ( C c 2 c c c c c 2 C l ) c 2 c c c c c 2 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18 15 8 15 15 18 5 15 23 9 23 23 23 23 23 9 15 24 6 23 9 23 23 23 23 23 9 8,NC1CCN(Cc2ccccc2Cl)c2ccccc21,28,0,29,,<eos>,eos,0,0,,0,1,cc21,1,0
1 15 15 15 20 5 13 19 6 5 13 19 6 18 8 15 15 18 5 23 9 23 23 23 5 15 5 16 6 5 16 6 16 6 23 23 9 6 15 15 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C C C S ( = O ) ( = O ) N 1 C C N ( c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) C C 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 15 15 20 5 13 19 6 5 13 19 6 18 8 15 15 18 5 23 9 23 23 23 5 15 5 16 6 5 16 6 16 6 23 23 9 6 15 15 8,CCCS(=O)(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,40,0,41,,<eos>,eos,0,0,,0,1,)CC1,3,0
1 15 23 8 23 23 23 23 5 7 23 9 25 23 10 23 5 23 23 9 15 5 13 19 6 18 10 15 15 15 15 15 10 6 15 15 19 15 15 9 6 23 8 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,<bos> C c 1 c c c c ( - c 2 n c 3 c ( c c 2 C ( = O ) N 3 C C C C C 3 ) C C O C C 2 ) c 1 <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,15 23 8 23 23 23 23 5 7 23 9 25 23 10 23 5 23 23 9 15 5 13 19 6 18 10 15 15 15 15 15 10 6 15 15 19 15 15 9 6 23 8,Cc1cccc(-c2nc3c(cc2C(=O)N3CCCCC3)CCOCC2)c1,42,0,43,,<eos>,eos,0,0,2 3,2,1,2)c1,3,0
