sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
11,COc1ccccc1CCc3ncc3c3[cH]n(CONCCOC)CCOC,38,0,39,,<eos>,eos,<bos> C O c 1 c c c c c 1 C C c 3 n c c 3 c 3 [ c H ] n ( C O N C C O C ) C C O C <eos> C 1 <eos> <eos> 2 n 1 C <eos> <eos> <eos> 1 <eos> <unk> = o s - F s B r O B F 4 l <pad> <unk> F 2 ] 1 - 4 1 <pad> O - c 3 N <unk> 3 F <eos> o <eos> r N C S s 3 <pad> <unk> 3 S <pad> C c s 3 # o 5 ] B 3 s c S ] s 5 ] 2 = l S,15 19 23 8 23 23 23 23 23 8 15 15 23 10 25 23 23 10 23 10 21 23 17 22 25 5 15 19 18 15 15 19 15 6 15 15 19 15,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
12,O=C1Cc(ccc2c(C(-c3ccc(C)cc1nc1Hcc2n2)c1,39,0,40,,<eos>,eos,<bos> O = C 1 C c ( c c c 2 c ( C ( - c 3 c c c ( C ) c c 1 n c 1 H c c 2 n 2 ) c 1 <eos> <eos> <eos> C 1 <eos> <eos> <eos> <eos> 1 <eos> 2 <eos> - r S 1 # C 1 <unk> <eos> F O 5 3 B # C F B <pad> ] S 2 <pad> ( # - # 1 <eos> F 3 <eos> [ <unk> 4 r 5 S o N F l C H S 3 C [ <unk> ) H F S n ) B 5 F # <eos> r 4 ] C ( r -,19 13 15 8 15 23 5 23 23 23 9 23 5 15 5 7 23 10 23 23 23 5 15 6 23 23 8 25 23 8 17 23 23 9 25 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
13,CC(=C)(=O)N1cCc(CCN(Cc2ccn(O)cc2cc(3)cc1)C1,43,0,44,,<eos>,eos,<bos> C C ( = C ) ( = O ) N 1 c C c ( C C N ( C c 2 c c n ( O ) c c 2 c c ( 3 ) c c 1 ) C 1 <eos> 2 1 <eos> <eos> C 2 <eos> <eos> c # S ( - 5 ) - r o B O N = ) 4 = B <unk> C O 4 <unk> F H [ S 1 o <unk> C B 1 5 ) r [ l c H C ) <unk> ] C 2 F 1 <unk> n 3 r O ) B H C ] <pad> 3 <eos> = 3 = n l #,15 15 5 13 15 6 5 13 19 6 18 8 23 15 23 5 15 15 18 5 15 23 9 23 23 25 5 19 6 23 23 9 23 23 5 10 6 23 23 8 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
14,CC(C)COCc1C((N-c2ccc(Fl)c(C)n(H]CccOc)c2c212,44,0,45,,<eos>,eos,<bos> C C ( C ) C O C c 1 C ( ( N - c 2 c c c ( F l ) c ( C ) n ( H ] C c c O c ) c 2 c 2 1 2 <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> = 5 3 B ) S C s O c 4 ) 3 = F C 5 N S <unk> 3 c r 1 # r F S [ = s = ( H 4 = ( c 4 ) # C N H N c S F <pad> s 4 <unk> 2 <eos> # ( r <eos> r C <pad> 4 <pad> s S r ),15 15 5 15 6 15 19 15 23 8 15 5 5 18 7 23 9 23 23 23 5 16 24 6 23 5 15 6 25 5 17 22 15 23 23 19 23 6 23 9 23 9 8 9,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
15,COC1Cc1ncc(C12c1CC(C(=O)NC1COCC1,32,0,33,,<eos>,eos,<bos> C O C 1 C c 1 n c c ( C 1 2 c 1 C C ( C ( = O ) N C 1 C O C C 1 <eos> <eos> C <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> 2 <eos> <eos> <eos> <eos> C <eos> <unk> [ F ( F # F <unk> <eos> 5 3 1 4 l <pad> = l H N <pad> # ] B O # 4 ] C n H C = - o F r - B o N H l ( = 1 O <pad> <unk> r l o C = ) <unk> ) s c O C ) 4 <eos> 1 # 3 -,15 19 15 8 15 23 8 25 23 23 5 15 8 9 23 8 15 15 5 15 5 13 19 6 18 15 8 15 19 15 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
16,CC(=O)NCC)C(C)(=H)c(-c3cc(CO)cc3)nCCO3C),40,0,41,,<eos>,eos,<bos> C C ( = O ) N C C ) C ( C ) ( = H ) c ( - c 3 c c ( C O ) c c 3 ) n C C O 3 C ) <eos> C <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> c B 4 c - l <pad> ) n N B F 3 5 ) C H B 5 C o 4 = 1 c ] [ 2 O S <unk> H S 4 <pad> N r ] n l O ] <unk> 2 S l <eos> [ s 4 s 2 5 <eos> # O o n O 3 <pad> 2 ] l r l -,15 15 5 13 19 6 18 15 15 6 15 5 15 6 5 13 17 6 23 5 7 23 10 23 23 5 15 19 6 23 23 10 6 25 15 15 19 10 15 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
17,CCCC(=O)Nc1ccc(c(C))N(C(=O))=O)C()Cc1C)c1)cC,44,0,45,,<eos>,eos,<bos> C C C C ( = O ) N c 1 c c c ( c ( C ) ) N ( C ( = O ) ) = O ) C ( ) C c 1 C ) c 1 ) c C <eos> <eos> O 2 <eos> <eos> <eos> <eos> c 5 = N <unk> - H # F o 1 H 3 - n l <unk> 5 F N [ <eos> 3 <pad> F 3 ) c [ = 3 C n r 2 ) o <eos> 3 N H # c 4 n - 3 ( <pad> S c 5 # N O ( <eos> 3 = <unk> F 5 H l # r c,15 15 15 15 5 13 19 6 18 23 8 23 23 23 5 23 5 15 6 6 18 5 15 5 13 19 6 6 13 19 6 15 5 6 15 23 8 15 6 23 8 6 23 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
18,CN(C(=O)NCc1ccnc(-c2ccccc2)n1,29,0,30,,<eos>,eos,<bos> C N ( C ( = O ) N C c 1 c c n c ( - c 2 c c c c c 2 ) n 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> O <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> r s 5 S O s ( S C 2 c <unk> 4 B F N O H <unk> # 2 - N <pad> 4 - ] n 1 H n o N 3 [ 5 3 o ] s # <pad> r 3 5 N = <unk> H = 3 H l <eos> o ( <eos> F O ] 5 3 H l - l #,15 18 5 15 5 13 19 6 18 15 23 8 23 23 25 23 5 7 23 9 23 23 23 23 23 9 6 25 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
19,CN(C)c1ncc(-O2c3ccc2ccnc3C()(=O)=2)cc1,38,0,39,,<eos>,eos,<bos> C N ( C ) c 1 n c c ( - O 2 c 3 c c c 2 c c n c 3 C ( ) ( = O ) = 2 ) c c 1 <eos> c n C <eos> H ] c 1 1 C C 2 <eos> 2 = [ ( <eos> <pad> 5 S ) s <pad> F N - 3 l 4 N 4 = n ( B 1 # l H S l H l S c 5 C # ( s N 1 n ] [ 5 # S ( c r 1 r o ] l O <eos> s <eos> 3 N F ) <eos> 3 O c #,15 18 5 15 6 23 8 25 23 23 5 7 19 9 23 10 23 23 23 9 23 23 25 23 10 15 5 6 5 13 19 6 13 9 6 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
20,O=C1CN(C(=O)C2CC(=2)[(H]c2COC)CC(C)C)COC,40,0,41,,<eos>,eos,<bos> O = C 1 C N ( C ( = O ) C 2 C C ( = 2 ) [ ( H ] c 2 C O C ) C C ( C ) C ) C O C <eos> C O <eos> C <eos> <eos> 1 <eos> <eos> <eos> <eos> r o 4 <unk> - <pad> B ( F ) [ H 3 H 1 <eos> <unk> N <unk> = n 2 o C 4 s O s [ - n l n c O [ 4 # ] 4 [ 2 r 3 S H 5 c <unk> l <eos> F = 4 2 N O 3 O 4 H r = <pad> 4 H ),19 13 15 8 15 18 5 15 5 13 19 6 15 9 15 15 5 13 9 6 21 5 17 22 23 9 15 19 15 6 15 15 5 15 6 15 6 15 19 15,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
21,CC(C)(C)n1ncnc(cnc)c(-c)ccc(cl)C(C)O2CO2,40,0,41,,<eos>,eos,<bos> C C ( C ) ( C ) n 1 n c n c ( c n c ) c ( - c ) c c c ( c l ) C ( C ) O 2 C O 2 <eos> C 1 <eos> C 2 <eos> 2 <eos> <eos> 1 <eos> 1 N O 2 F O H B 3 N B C B ) n l H O F c F - o r H - = S = 5 F - o O [ 5 o 4 2 4 ] l r c n - N ( H s C r s ] 2 n 1 - F 3 ( - r = S l s,15 15 5 15 6 5 15 6 25 8 25 23 25 23 5 23 25 23 6 23 5 7 23 6 23 23 23 5 23 24 6 15 5 15 6 19 9 15 19 9,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
22,Cc1cc2c2cc1c(C(C1Cc1cccnc1F),28,0,29,,<eos>,eos,<bos> C c 1 c c 2 c 2 c c 1 c ( C ( C 1 C c 1 c c c n c 1 F ) <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> ) n 1 <eos> <eos> <eos> <eos> 2 <eos> ) - O ] - H <pad> <eos> H C ( F # B s - H B <eos> 5 n l N ] c - 3 n N ] o 2 n ] 2 = s 4 ] c H # n [ 5 4 o S 4 F ) H F s F [ F <eos> <pad> [ = F C B 4 B c,15 23 8 23 23 9 23 9 23 23 8 23 5 15 5 15 8 15 23 8 23 23 23 25 23 8 16 6,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
23,COc1ccc(r)cc1N(C)C(C1)C1C,25,0,26,,<eos>,eos,<bos> C O c 1 c c c ( r ) c c 1 N ( C ) C ( C 1 ) C 1 C <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <unk> 4 = o C ) 1 ) F s l - l ) F <eos> [ = 2 H n N r <pad> 1 S <unk> N C <unk> ( 2 - H 2 = 3 <eos> ] C B ( C ] 5 F 2 o - ) <eos> <unk> O ( O N c <eos> <pad> o s H <eos> C O l ],15 19 23 8 23 23 23 5 27 6 23 23 8 18 5 15 6 15 5 15 8 6 15 8 15,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
24,CC1Cc2ncnc(C)CCC(CO)c1Ccccccs12,31,0,32,,<eos>,eos,<bos> C C 1 C c 2 n c n c ( C ) C C C ( C O ) c 1 C c c c c c s 1 2 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> 2 <eos> 1 <eos> <eos> C <eos> r s 2 N 5 # n B <unk> N # H c F s ( H - 4 F - 2 l B # - ] C = - 3 2 # H C = N 4 o C o - 1 = S O = <pad> r <pad> [ F r B o 5 <eos> B = <eos> H N s n r B 4,15 15 8 15 23 9 25 23 25 23 5 15 6 15 15 15 5 15 19 6 23 8 15 23 23 23 23 23 28 8 9,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
25,CCC(Cc1ccccc(CNC(=O)ccccc(C)c(=O)C=2)C11,40,0,41,,<eos>,eos,<bos> C C C ( C c 1 c c c c c ( C N C ( = O ) c c c c c ( C ) c ( = O ) C = 2 ) C 1 1 <eos> ) <eos> 1 <eos> 2 <eos> 1 <eos> <eos> 2 <eos> B # 2 s - B N ( 2 s # c 2 ( 3 O ] N ( 4 [ N o 1 4 l o 5 H - n O <unk> H ) C [ # 3 ) S = r 3 o H 3 <pad> n ) s o S s 1 <eos> # ] 2 ] B S # ( C ( n,15 15 15 5 15 23 8 23 23 23 23 23 5 15 18 15 5 13 19 6 23 23 23 23 23 5 15 6 23 5 13 19 6 15 13 9 6 15 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
26,CC(C)(CO1c1ccccc1)c1cccnc1,26,0,27,,<eos>,eos,<bos> C C ( C ) ( C O 1 c 1 c c c c c 1 ) c 1 c c c n c 1 <eos> <eos> 1 1 <eos> <eos> <eos> 1 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> C <eos> 1 <eos> <eos> <eos> C 2 <eos> r s ] <unk> c n C r <unk> C <pad> <unk> # - 5 # O B S <eos> = c r F 2 H B n 1 <unk> n = n o <unk> 2 4 1 5 s 5 # S F 5 4 ) C o s 4 5 - <eos> o ( N c - [ B = ] s C - r,15 15 5 15 6 5 15 19 8 23 8 23 23 23 23 23 8 6 23 8 23 23 23 25 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
27,O=C(c1c2cccCOCC(CNCCC(OC3cccc(3C)CC2)Cc1,40,0,41,,<eos>,eos,<bos> O = C ( c 1 c 2 c c c C O C C ( C N C C C ( O C 3 c c c c ( 3 C ) C C 2 ) C c 1 <eos> 2 <eos> C <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> 1 c 4 <pad> B 4 s - [ N 4 <unk> C 2 S 2 s <unk> l ( 5 4 o H 1 ) - C O H ( 3 S 5 N r 4 r c ) s F <unk> 1 l F S c l <pad> 2 4 = r 1 N 4 ( 2 <eos> S ) 1 5 4 s r,19 13 15 5 23 8 23 9 23 23 23 15 19 15 15 5 15 18 15 15 15 5 19 15 10 23 23 23 23 5 10 15 6 15 15 9 6 15 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
28,CCOC(=O)Cc1ccc(NCc2ccc(F)cn2)cn1,32,0,33,,<eos>,eos,<bos> C C O C ( = O ) C c 1 c c c ( N C c 2 c c c ( F ) c n 2 ) c n 1 <eos> <eos> <eos> 1 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> O 2 <eos> c <eos> <eos> 1 <eos> = 4 = 4 n ( <unk> 3 5 n c C 1 ( ] <unk> c 2 F N O S B F - O C - <eos> H <unk> C O o O ] l [ 4 s S c 1 3 # ) 3 ) C 1 3 H l <eos> H [ <eos> l n ] s <pad> # c s 5 (,15 15 19 15 5 13 19 6 15 23 8 23 23 23 5 18 15 23 9 23 23 23 5 16 6 23 25 9 6 23 25 8,CCOC(=O)Cc1ccc(NCc2ccc(F)cn2)cn1,True,True,1,True,,289.31,2.333,64.11,1.0,5.0,6.0,0.8269,2.2435,True,0.8633,Strong candidate,True
29,CCCCCC(C)CNC(=O)N1CC1)c1cc1c11,30,0,31,,<eos>,eos,<bos> C C C C C C ( C ) C N C ( = O ) N 1 C C 1 ) c 1 c c 1 c 1 1 <eos> <eos> <eos> c 1 <eos> <eos> C <eos> <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> C <eos> <eos> <eos> - <unk> o # F B l r O 2 <pad> l n 2 ) n r H 1 F H ] n S ( S l - <pad> N ] 5 o # ] B [ 3 ] o S 5 # N <eos> <unk> ( N l o 3 H S s ) 4 ( <eos> <pad> O H l r s <pad> l 4,15 15 15 15 15 15 5 15 6 15 18 15 5 13 19 6 18 8 15 15 8 6 23 8 23 23 8 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
30,CCC(C)1C1CcC1)C(=O)N1CCCCCCCO)C1,32,0,33,,<eos>,eos,<bos> C C C ( C ) 1 C 1 C c C 1 ) C ( = O ) N 1 C C C C C C C O ) C 1 <eos> <eos> C C <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> n S r o 1 ) H # ] ) = B 3 - F ] 4 H <unk> O r N B 3 B 3 O 2 N <unk> 2 o 5 # O = o 2 r 5 o <pad> 3 O n 1 5 ( o - c 4 = <eos> F <pad> s l <pad> r n N H = l c S,15 15 15 5 15 6 8 15 8 15 23 15 8 6 15 5 13 19 6 18 8 15 15 15 15 15 15 15 19 6 15 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
31,Cc1ccc(C(=O)N2c2c[cH]C(C)NC)ccCcC)c2))c1)1c11,45,0,46,,<eos>,eos,<bos> C c 1 c c c ( C ( = O ) N 2 c 2 c [ c H ] C ( C ) N C ) c c C c C ) c 2 ) ) c 1 ) 1 c 1 1 <eos> 1 <eos> C 1 <eos> <eos> r F [ S C # B c <eos> r # <unk> H # 3 <eos> 2 c ] 5 - 1 = ( # r F <pad> O [ B = 5 H 2 = n <pad> c <pad> = <pad> H - n r 5 r - F 1 # o ] n 5 4 <eos> l 5 N 5 B <pad> ( r F,15 23 8 23 23 23 5 15 5 13 19 6 18 9 23 9 23 21 23 17 22 15 5 15 6 18 15 6 23 23 15 23 15 6 23 9 6 6 23 8 6 8 23 8 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
32,C=Cc1cccc(-12c2cc3cc(CC=OO)C(C)CC3)Cc3)Cc21,43,0,44,,<eos>,eos,<bos> C = C c 1 c c c c ( - 1 2 c 2 c c 3 c c ( C C = O O ) C ( C ) C C 3 ) C c 3 ) C c 2 1 <eos> 1 <eos> <eos> <eos> c <eos> C <eos> 1 5 l - c <eos> 5 S <eos> <pad> # C O - F N O H l N <unk> ( 1 2 ( - n 3 C o 3 [ 2 o [ ( F 3 5 H 1 <pad> o 2 S # <pad> <unk> <pad> N 4 o n O ] ) 4 <eos> <pad> N # 5 B 2 3 l #,15 13 15 23 8 23 23 23 23 5 7 8 9 23 9 23 23 10 23 23 5 15 15 13 19 19 6 15 5 15 6 15 15 10 6 15 23 10 6 15 23 9 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
33,Cc1ccc(-c2nc(-c3ccccc3)c32C)cnCO)cc1,36,0,37,,<eos>,eos,<bos> C c 1 c c c ( - c 2 n c ( - c 3 c c c c c 3 ) c 3 2 C ) c n C O ) c c 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> c <eos> 1 <eos> C 2 <eos> s O 3 # s S F s ) = l # - F N H F N <pad> N n <unk> r <pad> F 2 C 5 - <pad> n 1 ( s C S 4 S <eos> 4 2 O B [ ] O S 3 o ) <eos> 2 S <eos> s [ ) - C o s l <pad> = ) 2 #,15 23 8 23 23 23 5 7 23 9 25 23 5 7 23 10 23 23 23 23 23 10 6 23 10 9 15 6 23 25 15 19 6 23 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
34,CC1CC(CC(C1(C)CNCC1CC=O)c1c,27,0,28,,<eos>,eos,<bos> C C 1 C C ( C C ( C 1 ( C ) C N C C 1 C C = O ) c 1 c <eos> C <eos> C <eos> <eos> C 1 <eos> C <eos> <eos> <eos> <eos> <eos> <eos> C <eos> C 2 <eos> <eos> <eos> <eos> <eos> n N n o 3 1 <unk> ) O s l F 3 = 1 c - s 4 = n ] n ( - 4 c - [ 2 l c - s = <pad> [ <pad> 5 ) s n O [ - <unk> ] N 2 B 3 l - O <pad> n <eos> N 2 c B l ] ) <pad> 5 l,15 15 8 15 15 5 15 15 5 15 8 5 15 6 15 18 15 15 8 15 15 13 19 6 23 8 23,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
