token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason
1 15 19 23 8 23 23 23 23 23 8 15 15 23 10 25 23 23 10 23 10 21 23 17 22 25 5 15 19 18 15 15 19 15 6 15 15 19 15 2 15 8 2 2 9 25 8 15 2 2 2 8 2 3 13 26 28 7 16 28 14 27 19 14 16 11 24 0 3 16 9 22 8 7 11 8 0 19 7 23 10 18 3 10 16 2 26 2 27 18 15 20 28 10 0 3 10 20 0 15 23 28 10 4 26 12 22 14 10 28 23 20 22 28 12 22 9 13 24 20,<bos> C O c 1 c c c c c 1 C C c 3 n c c 3 c 3 [ c H ] n ( C O N C C O C ) C C O C <eos> C 1 <eos> <eos> 2 n 1 C <eos> <eos> <eos> 1 <eos> <unk> = o s - F s B r O B F 4 l <pad> <unk> F 2 ] 1 - 4 1 <pad> O - c 3 N <unk> 3 F <eos> o <eos> r N C S s 3 <pad> <unk> 3 S <pad> C c s 3 # o 5 ] B 3 s c S ] s 5 ] 2 = l S,15 19 23 8 23 23 23 23 23 8 15 15 23 10 25 23 23 10 23 10 21 23 17 22 25 5 15 19 18 15 15 19 15 6 15 15 19 15,COc1ccccc1CCc3ncc3c3[cH]n(CONCCOC)CCOC,38,0,39,,<eos>,eos
1 19 13 15 8 15 23 5 23 23 23 9 23 5 15 5 7 23 10 23 23 23 5 15 6 23 23 8 25 23 8 17 23 23 9 25 9 6 23 8 2 2 2 15 8 2 2 2 2 8 2 9 2 7 27 20 8 4 15 8 3 2 16 19 12 10 14 4 15 16 14 0 22 20 9 0 5 4 7 4 8 2 16 10 2 21 3 11 27 12 20 26 18 16 24 15 17 20 10 15 21 3 6 17 16 20 25 6 14 12 16 4 2 27 11 22 15 5 27 7,<bos> O = C 1 C c ( c c c 2 c ( C ( - c 3 c c c ( C ) c c 1 n c 1 H c c 2 n 2 ) c 1 <eos> <eos> <eos> C 1 <eos> <eos> <eos> <eos> 1 <eos> 2 <eos> - r S 1 # C 1 <unk> <eos> F O 5 3 B # C F B <pad> ] S 2 <pad> ( # - # 1 <eos> F 3 <eos> [ <unk> 4 r 5 S o N F l C H S 3 C [ <unk> ) H F S n ) B 5 F # <eos> r 4 ] C ( r -,19 13 15 8 15 23 5 23 23 23 9 23 5 15 5 7 23 10 23 23 23 5 15 6 23 23 8 25 23 8 17 23 23 9 25 9 6 23 8,O=C1Cc(ccc2c(C(-c3ccc(C)cc1nc1Hcc2n2)c1,39,0,40,,<eos>,eos
1 15 15 5 13 15 6 5 13 19 6 18 8 23 15 23 5 15 15 18 5 15 23 9 23 23 25 5 19 6 23 23 9 23 23 5 10 6 23 23 8 6 15 8 2 9 8 2 2 15 9 2 2 23 4 20 5 7 12 6 7 27 26 14 19 18 13 6 11 13 14 3 15 19 11 3 16 17 21 20 8 26 3 15 14 8 12 6 27 21 24 23 17 15 6 3 22 15 9 16 8 3 25 10 27 19 6 14 17 15 22 0 10 2 13 10 13 25 24 4,<bos> C C ( = C ) ( = O ) N 1 c C c ( C C N ( C c 2 c c n ( O ) c c 2 c c ( 3 ) c c 1 ) C 1 <eos> 2 1 <eos> <eos> C 2 <eos> <eos> c # S ( - 5 ) - r o B O N = ) 4 = B <unk> C O 4 <unk> F H [ S 1 o <unk> C B 1 5 ) r [ l c H C ) <unk> ] C 2 F 1 <unk> n 3 r O ) B H C ] <pad> 3 <eos> = 3 = n l #,15 15 5 13 15 6 5 13 19 6 18 8 23 15 23 5 15 15 18 5 15 23 9 23 23 25 5 19 6 23 23 9 23 23 5 10 6 23 23 8 6 15 8,CC(=C)(=O)N1cCc(CCN(Cc2ccn(O)cc2cc(3)cc1)C1,43,0,44,,<eos>,eos
1 15 15 5 15 6 15 19 15 23 8 15 5 5 18 7 23 9 23 23 23 5 16 24 6 23 5 15 6 25 5 17 22 15 23 23 19 23 6 23 9 23 9 8 9 2 2 8 2 2 2 8 2 13 12 10 14 6 20 15 28 19 23 11 6 10 13 16 15 12 18 20 3 10 23 27 8 4 27 16 20 21 13 28 13 5 17 11 13 5 23 11 6 4 15 18 17 18 23 20 16 0 28 11 3 9 2 4 5 27 2 27 15 0 11 0 28 20 27 6,<bos> C C ( C ) C O C c 1 C ( ( N - c 2 c c c ( F l ) c ( C ) n ( H ] C c c O c ) c 2 c 2 1 2 <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> = 5 3 B ) S C s O c 4 ) 3 = F C 5 N S <unk> 3 c r 1 # r F S [ = s = ( H 4 = ( c 4 ) # C N H N c S F <pad> s 4 <unk> 2 <eos> # ( r <eos> r C <pad> 4 <pad> s S r ),15 15 5 15 6 15 19 15 23 8 15 5 5 18 7 23 9 23 23 23 5 16 24 6 23 5 15 6 25 5 17 22 15 23 23 19 23 6 23 9 23 9 8 9,CC(C)COCc1C((N-c2ccc(Fl)c(C)n(H]CccOc)c2c212,44,0,45,,<eos>,eos
1 15 19 15 8 15 23 8 25 23 23 5 15 8 9 23 8 15 15 5 15 5 13 19 6 18 15 8 15 19 15 15 8 2 2 15 2 2 2 2 8 2 2 2 8 2 9 2 2 2 2 15 2 3 21 16 5 16 4 16 3 2 12 10 8 11 24 0 13 24 17 18 0 4 22 14 19 4 11 22 15 25 17 15 13 7 26 16 27 7 14 26 18 17 24 5 13 8 19 0 3 27 24 26 15 13 6 3 6 28 23 19 15 6 11 2 8 4 10 7,<bos> C O C 1 C c 1 n c c ( C 1 2 c 1 C C ( C ( = O ) N C 1 C O C C 1 <eos> <eos> C <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> 1 <eos> 2 <eos> <eos> <eos> <eos> C <eos> <unk> [ F ( F # F <unk> <eos> 5 3 1 4 l <pad> = l H N <pad> # ] B O # 4 ] C n H C = - o F r - B o N H l ( = 1 O <pad> <unk> r l o C = ) <unk> ) s c O C ) 4 <eos> 1 # 3 -,15 19 15 8 15 23 8 25 23 23 5 15 8 9 23 8 15 15 5 15 5 13 19 6 18 15 8 15 19 15 15 8,COC1Cc1ncc(C12c1CC(C(=O)NC1COCC1,32,0,33,,<eos>,eos
1 15 15 5 13 19 6 18 15 15 6 15 5 15 6 5 13 17 6 23 5 7 23 10 23 23 5 15 19 6 23 23 10 6 25 15 15 19 10 15 6 2 15 2 8 2 8 2 2 2 2 2 2 23 14 11 23 7 24 0 6 25 18 14 16 10 12 6 15 17 14 12 15 26 11 13 8 23 22 21 9 19 20 3 17 20 11 0 18 27 22 25 24 19 22 3 9 20 24 2 21 28 11 28 9 12 2 4 19 26 25 19 10 0 9 22 24 27 24 7,<bos> C C ( = O ) N C C ) C ( C ) ( = H ) c ( - c 3 c c ( C O ) c c 3 ) n C C O 3 C ) <eos> C <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> c B 4 c - l <pad> ) n N B F 3 5 ) C H B 5 C o 4 = 1 c ] [ 2 O S <unk> H S 4 <pad> N r ] n l O ] <unk> 2 S l <eos> [ s 4 s 2 5 <eos> # O o n O 3 <pad> 2 ] l r l -,15 15 5 13 19 6 18 15 15 6 15 5 15 6 5 13 17 6 23 5 7 23 10 23 23 5 15 19 6 23 23 10 6 25 15 15 19 10 15 6,CC(=O)NCC)C(C)(=H)c(-c3cc(CO)cc3)nCCO3C),40,0,41,,<eos>,eos
1 15 15 15 15 5 13 19 6 18 23 8 23 23 23 5 23 5 15 6 6 18 5 15 5 13 19 6 6 13 19 6 15 5 6 15 23 8 15 6 23 8 6 23 15 2 2 19 9 2 2 2 2 23 12 13 18 3 7 17 4 16 26 8 17 10 7 25 24 3 12 16 18 21 2 10 0 16 10 6 23 21 13 10 15 25 27 9 6 26 2 10 18 17 4 23 11 25 7 10 5 0 20 23 12 4 18 19 5 2 10 13 3 16 12 17 24 4 27 23,<bos> C C C C ( = O ) N c 1 c c c ( c ( C ) ) N ( C ( = O ) ) = O ) C ( ) C c 1 C ) c 1 ) c C <eos> <eos> O 2 <eos> <eos> <eos> <eos> c 5 = N <unk> - H # F o 1 H 3 - n l <unk> 5 F N [ <eos> 3 <pad> F 3 ) c [ = 3 C n r 2 ) o <eos> 3 N H # c 4 n - 3 ( <pad> S c 5 # N O ( <eos> 3 = <unk> F 5 H l # r c,15 15 15 15 5 13 19 6 18 23 8 23 23 23 5 23 5 15 6 6 18 5 15 5 13 19 6 6 13 19 6 15 5 6 15 23 8 15 6 23 8 6 23 15,CCCC(=O)Nc1ccc(c(C))N(C(=O))=O)C()Cc1C)c1)cC,44,0,45,,<eos>,eos
1 15 18 5 15 5 13 19 6 18 15 23 8 23 23 25 23 5 7 23 9 23 23 23 23 23 9 6 25 8 2 2 8 2 2 2 2 2 2 2 2 19 2 2 2 2 8 2 8 2 2 2 2 27 28 12 20 19 28 5 20 15 9 23 3 11 14 16 18 19 17 3 4 9 7 18 0 11 7 22 25 8 17 25 26 18 10 21 12 10 26 22 28 4 0 27 10 12 18 13 3 17 13 10 17 24 2 26 5 2 16 19 22 12 10 17 24 7 24 4,<bos> C N ( C ( = O ) N C c 1 c c n c ( - c 2 c c c c c 2 ) n 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> O <eos> <eos> <eos> <eos> 1 <eos> 1 <eos> <eos> <eos> <eos> r s 5 S O s ( S C 2 c <unk> 4 B F N O H <unk> # 2 - N <pad> 4 - ] n 1 H n o N 3 [ 5 3 o ] s # <pad> r 3 5 N = <unk> H = 3 H l <eos> o ( <eos> F O ] 5 3 H l - l #,15 18 5 15 5 13 19 6 18 15 23 8 23 23 25 23 5 7 23 9 23 23 23 23 23 9 6 25 8,CN(C(=O)NCc1ccnc(-c2ccccc2)n1,29,0,30,,<eos>,eos
1 15 18 5 15 6 23 8 25 23 23 5 7 19 9 23 10 23 23 23 9 23 23 25 23 10 15 5 6 5 13 19 6 13 9 6 23 23 8 2 23 25 15 2 17 22 23 8 8 15 15 9 2 9 13 21 5 2 0 12 20 6 28 0 16 18 7 10 24 11 18 11 13 25 5 14 8 4 24 17 20 24 17 24 20 23 12 15 4 5 28 18 8 25 22 21 12 4 20 5 23 27 8 27 26 22 24 19 2 28 2 10 18 16 6 2 10 19 23 4,<bos> C N ( C ) c 1 n c c ( - O 2 c 3 c c c 2 c c n c 3 C ( ) ( = O ) = 2 ) c c 1 <eos> c n C <eos> H ] c 1 1 C C 2 <eos> 2 = [ ( <eos> <pad> 5 S ) s <pad> F N - 3 l 4 N 4 = n ( B 1 # l H S l H l S c 5 C # ( s N 1 n ] [ 5 # S ( c r 1 r o ] l O <eos> s <eos> 3 N F ) <eos> 3 O c #,15 18 5 15 6 23 8 25 23 23 5 7 19 9 23 10 23 23 23 9 23 23 25 23 10 15 5 6 5 13 19 6 13 9 6 23 23 8,CN(C)c1ncc(-O2c3ccc2ccnc3C()(=O)=2)cc1,38,0,39,,<eos>,eos
1 19 13 15 8 15 18 5 15 5 13 19 6 15 9 15 15 5 13 9 6 21 5 17 22 23 9 15 19 15 6 15 15 5 15 6 15 6 15 19 15 2 15 19 2 15 2 2 8 2 2 2 2 27 26 11 3 7 0 14 5 16 6 21 17 10 17 8 2 3 18 3 13 25 9 26 15 11 28 19 28 21 7 25 24 25 23 19 21 11 4 22 11 21 9 27 10 20 17 12 23 3 24 2 16 13 11 9 18 19 10 19 11 17 27 13 0 11 17 6,<bos> O = C 1 C N ( C ( = O ) C 2 C C ( = 2 ) [ ( H ] c 2 C O C ) C C ( C ) C ) C O C <eos> C O <eos> C <eos> <eos> 1 <eos> <eos> <eos> <eos> r o 4 <unk> - <pad> B ( F ) [ H 3 H 1 <eos> <unk> N <unk> = n 2 o C 4 s O s [ - n l n c O [ 4 # ] 4 [ 2 r 3 S H 5 c <unk> l <eos> F = 4 2 N O 3 O 4 H r = <pad> 4 H ),19 13 15 8 15 18 5 15 5 13 19 6 15 9 15 15 5 13 9 6 21 5 17 22 23 9 15 19 15 6 15 15 5 15 6 15 6 15 19 15,O=C1CN(C(=O)C2CC(=2)[(H]c2COC)CC(C)C)COC,40,0,41,,<eos>,eos
1 15 15 5 15 6 5 15 6 25 8 25 23 25 23 5 23 25 23 6 23 5 7 23 6 23 23 23 5 23 24 6 15 5 15 6 19 9 15 19 9 2 15 8 2 15 9 2 9 2 2 8 2 8 18 19 9 16 19 17 14 10 18 14 15 14 6 25 24 17 19 16 23 16 7 26 27 17 7 13 20 13 12 16 7 26 19 21 12 26 11 9 11 22 24 27 23 25 7 18 5 17 28 15 27 28 22 9 25 8 7 16 10 5 7 27 13 20 24 28,<bos> C C ( C ) ( C ) n 1 n c n c ( c n c ) c ( - c ) c c c ( c l ) C ( C ) O 2 C O 2 <eos> C 1 <eos> C 2 <eos> 2 <eos> <eos> 1 <eos> 1 N O 2 F O H B 3 N B C B ) n l H O F c F - o r H - = S = 5 F - o O [ 5 o 4 2 4 ] l r c n - N ( H s C r s ] 2 n 1 - F 3 ( - r = S l s,15 15 5 15 6 5 15 6 25 8 25 23 25 23 5 23 25 23 6 23 5 7 23 6 23 23 23 5 23 24 6 15 5 15 6 19 9 15 19 9,CC(C)(C)n1ncnc(cnc)c(-c)ccc(cl)C(C)O2CO2,40,0,41,,<eos>,eos
1 15 23 8 23 23 9 23 9 23 23 8 23 5 15 5 15 8 15 23 8 23 23 23 25 23 8 16 6 2 8 2 2 2 2 8 2 2 8 2 2 2 2 2 6 25 8 2 2 2 2 9 2 6 7 19 22 7 17 0 2 17 15 5 16 4 14 28 7 17 14 2 12 25 24 18 22 23 7 10 25 18 22 26 9 25 22 9 13 28 11 22 23 17 4 25 21 12 11 26 20 11 16 6 17 16 28 16 21 16 2 0 21 13 16 15 14 11 14 23,<bos> C c 1 c c 2 c 2 c c 1 c ( C ( C 1 C c 1 c c c n c 1 F ) <eos> 1 <eos> <eos> <eos> <eos> 1 <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> ) n 1 <eos> <eos> <eos> <eos> 2 <eos> ) - O ] - H <pad> <eos> H C ( F # B s - H B <eos> 5 n l N ] c - 3 n N ] o 2 n ] 2 = s 4 ] c H # n [ 5 4 o S 4 F ) H F s F [ F <eos> <pad> [ = F C B 4 B c,15 23 8 23 23 9 23 9 23 23 8 23 5 15 5 15 8 15 23 8 23 23 23 25 23 8 16 6,Cc1cc2c2cc1c(C(C1Cc1cccnc1F),28,0,29,,<eos>,eos
1 15 19 23 8 23 23 23 5 27 6 23 23 8 18 5 15 6 15 5 15 8 6 15 8 15 2 2 2 8 2 2 2 2 23 8 2 2 2 8 2 2 2 2 2 8 2 2 2 2 2 2 2 3 11 13 26 15 6 8 6 16 28 24 7 24 6 16 2 21 13 9 17 25 18 27 0 8 20 3 18 15 3 5 9 7 17 9 13 10 2 22 15 14 5 15 22 12 16 9 26 7 6 2 3 19 5 19 18 23 2 0 26 28 17 2 15 19 24 22,<bos> C O c 1 c c c ( r ) c c 1 N ( C ) C ( C 1 ) C 1 C <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> c 1 <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <unk> 4 = o C ) 1 ) F s l - l ) F <eos> [ = 2 H n N r <pad> 1 S <unk> N C <unk> ( 2 - H 2 = 3 <eos> ] C B ( C ] 5 F 2 o - ) <eos> <unk> O ( O N c <eos> <pad> o s H <eos> C O l ],15 19 23 8 23 23 23 5 27 6 23 23 8 18 5 15 6 15 5 15 8 6 15 8 15,COc1ccc(r)cc1N(C)C(C1)C1C,25,0,26,,<eos>,eos
