sample_index,raw_smiles,raw_length,first_pad_position,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason
27,CCCCcCccc(NC(ccCccc(c))cccccccccc2c11,37,37,19 19 19 19 32 19 32 32 32 2 24 19 2 32 32 19 32 32 32 2 32 3 3 32 32 32 32 32 32 32 32 32 32 9 32 8 8,,False,False,0,False,unbalanced_parentheses
28,CC(C(CO)CCCCCC(=O)ccccccccccc))cccccC1,38,38,19 19 2 19 2 19 25 3 19 19 19 19 19 19 2 16 25 3 32 32 32 32 32 32 32 32 32 32 32 3 3 32 32 32 32 32 19 8,,False,False,0,False,unbalanced_parentheses
29,CCC(CC)CCCCCCC(=O)CC(cccccccc1,30,30,19 19 19 2 19 19 3 19 19 19 19 19 19 19 2 16 25 3 19 19 2 32 32 32 32 32 32 32 32 8,,False,False,0,False,unbalanced_parentheses
30,Cc1ncc(2c2cccc3cccccc)cc))C2,28,28,19 32 8 35 32 32 2 9 32 9 32 32 32 32 10 32 32 32 32 32 32 3 32 32 3 3 19 9,,False,False,0,False,unbalanced_parentheses
31,O=C(O)Cccccc2/CccO)cccccccc)cCC)cc1cc,37,37,25 16 19 2 25 3 19 32 32 32 32 32 9 7 19 32 32 25 3 32 32 32 32 32 32 32 32 3 32 19 19 3 32 32 8 32 32,,False,False,0,False,unbalanced_parentheses
32,O=C(O)11cccc2cccc(cccccccccccc)ccc2cccc,39,39,25 16 19 2 25 3 8 8 32 32 32 32 9 32 32 32 32 2 32 32 32 32 32 32 32 32 32 32 32 32 3 32 32 32 9 32 32 32 32,,False,False,0,False,long_repetitive_fragment
33,CC(C)n1ccc-c2cc2cccccc3ccccccc)cccccc21,39,39,19 19 2 19 3 35 8 32 32 32 5 32 9 32 32 9 32 32 32 32 32 32 10 32 32 32 32 32 32 32 3 32 32 32 32 32 32 9 8,,False,False,0,False,unbalanced_parentheses
34,O=C(Nc1ccc(Br)cccCcccccCrcccccccc11,35,35,25 16 19 2 24 32 8 32 32 32 2 18 37 3 32 32 32 19 32 32 32 32 32 19 37 32 32 32 32 32 32 32 32 8 8,,False,False,0,False,unbalanced_parentheses
35,Cc1ccc(ccccccc2cccccccc())c21CC,31,31,19 32 8 32 32 32 2 32 32 32 32 32 32 32 9 32 32 32 32 32 32 32 32 2 3 3 32 9 8 19 19,,False,False,0,False,long_repetitive_fragment
36,CC(=O)c=cccccc(c(ccc(cN(CC(O)c)ccccccccc2cc,43,43,19 19 2 16 25 3 32 16 32 32 32 32 32 32 2 32 2 32 32 32 2 32 24 2 19 19 2 25 3 32 3 32 32 32 32 32 32 32 32 32 9 32 32,,False,False,0,False,unbalanced_parentheses
37,COc1cccccc2n)((N)CC(=O)c2cc2)cccc1,34,34,19 25 32 8 32 32 32 32 32 32 9 35 3 2 2 24 3 19 19 2 16 25 3 32 9 32 32 9 3 32 32 32 32 8,,False,False,0,False,unbalanced_parentheses
38,Cc1ccccccccccc(cccccccc(ccccccccn))c2c,38,38,19 32 8 32 32 32 32 32 32 32 32 32 32 32 2 32 32 32 32 32 32 32 32 2 32 32 32 32 32 32 32 32 35 3 3 32 9 32,,False,False,0,False,ring_closure_mismatch
39,Nc1ncnc2cc3c(c1C(=CCCC(=O)NCC=O),32,32,24 32 8 35 32 35 32 9 32 32 10 32 2 32 8 19 2 16 19 19 19 19 2 16 25 3 24 19 19 16 25 3,,False,False,0,False,unbalanced_parentheses
40,Cc1cc(C)c1@CC(CC)C(=O((C)cCC)C1)c,33,33,19 32 8 32 32 2 19 3 32 8 17 19 19 2 19 19 3 19 2 16 25 2 2 19 3 32 19 19 3 19 8 3 32,,False,False,0,False,ring_closure_mismatch
41,CCC@H](C(=O)O)CCCCC(ccc(cccccccccccc)C1,39,39,19 19 19 17 21 30 2 19 2 16 25 3 25 3 19 19 19 19 19 2 32 32 32 2 32 32 32 32 32 32 32 32 32 32 32 32 3 19 8,,False,False,0,False,unbalanced_parentheses
42,CC(C)=C)CCCCOcccccccccccccccc)cc1,33,33,19 19 2 19 3 16 19 3 19 19 19 19 25 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 3 32 32 8,,False,False,0,False,unbalanced_parentheses
43,CC(C)CC(CCccccccccccccNCc)CCCC)cCcCCC,37,37,19 19 2 19 3 19 19 2 19 19 32 32 32 32 32 32 32 32 32 32 32 32 24 19 32 3 19 19 19 19 3 32 19 32 19 19 19,,False,False,0,False,unbalanced_parentheses
44,C=C(=CCCcccccccccccccccccC)CCCC,31,31,19 16 19 2 16 19 19 19 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 19 3 19 19 19 19,,False,False,0,False,long_repetitive_fragment
45,Cc1cccc2ccc1(CCCCCccc(((CCCO)C()))Cc]cC)O),42,42,19 32 8 32 32 32 32 9 32 32 32 8 2 19 19 19 19 19 32 32 32 2 2 2 19 19 19 25 3 19 2 3 3 3 19 32 30 32 19 3 25 3,,False,False,0,False,unbalanced_parentheses
46,CCC(CCCC(=O)N)C(=O)c1cccccc(NcCCcccc)cc1cCF1,44,44,19 19 19 2 19 19 19 19 2 16 25 3 24 3 19 2 16 25 3 32 8 32 32 32 32 32 32 2 24 32 19 19 32 32 32 32 3 32 32 8 32 19 20 8,,False,False,0,False,ring_closure_mismatch
47,CC(C(=O)C11Ccc()ccccc)cccccccccc,32,32,19 19 2 19 2 16 25 3 19 8 8 19 32 32 2 3 32 32 32 32 32 3 32 32 32 32 32 32 32 32 32 32,,False,False,0,False,long_repetitive_fragment
48,O=C(OC11cccc2cccc(cccccccccccccccc2ccc,38,38,25 16 19 2 25 19 8 8 32 32 32 32 9 32 32 32 32 2 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 9 32 32 32,,False,False,0,False,unbalanced_parentheses
49,CC(C)[Cc1CCN)/CC)CCc(CCcccH)c(cc))cc,36,36,19 19 2 19 3 28 19 32 8 19 19 24 3 7 19 19 3 19 19 32 2 19 19 32 32 32 21 3 32 2 32 32 3 3 32 32,,False,False,0,False,unbalanced_parentheses
50,CC(Cc1cncc2cccc3ccccc)ccc)ccccccc2,34,34,19 19 2 19 32 8 32 35 32 32 9 32 32 32 32 10 32 32 32 32 32 3 32 32 32 3 32 32 32 32 32 32 32 9,,False,False,0,False,unbalanced_parentheses
