token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason
1 15 18 15 5 13 19 6 23 23 8 23 23 23 8 18 15 15 13 19 6 6 23 8 23 23 23 5 19 6 23 23 8 2 2 23 8 2 2 24 2 19 2 19 2 19 6 15 9 2 19 8 15 5 23 15 6 6 8 23 15 2 15 6 25 9 6 23 8 2 2 15 6 3 2 2 5 15 6 15 15 3 3 22 15 5 19 6 15 8 15 8 3 19 2 8 15 2 2 19 8 2 28 16 17 12 2 16 20 28 2 19 11 20 6 8 0 14 9 12,<bos> C N C ( = O ) c c 1 c c c 1 N C C = O ) ) c 1 c c c ( O ) c c 1 <eos> <eos> c 1 <eos> <eos> l <eos> O <eos> O <eos> O ) C 2 <eos> O 1 C ( c C ) ) 1 c C <eos> C ) n 2 ) c 1 <eos> <eos> C ) <unk> <eos> <eos> ( C ) C C <unk> <unk> ] C ( O ) C 1 C 1 <unk> O <eos> 1 C <eos> <eos> O 1 <eos> s F H 5 <eos> F S s <eos> O 4 S ) 1 <pad> B 2 5,15 18 15 5 13 19 6 23 23 8 23 23 23 8 18 15 15 13 19 6 6 23 8 23 23 23 5 19 6 23 23 8,CNC(=O)cc1ccc1NCC=O))c1ccc(O)cc1,32,0,33,,<eos>,eos
1 15 18 5 15 6 15 5 13 19 6 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 19 24 6 23 10 9 6 23 15 25 6 23 23 8 15 2 15 23 5 19 6 5 13 8 19 2 15 10 15 15 15 10 10 6 15 15 9 6 23 8 2 2 15 3 19 2 6 5 15 6 15 15 3 3 5 15 5 19 6 15 21 15 3 3 22 9 8 15 2 2 19 8 2 8 10 11 6 28 16 22 18 26 13 22 20 14 3 15 20 3 26,<bos> C N ( C ) C ( = O ) c 1 c c c ( C ( = O ) N c 2 c c c ( O l ) c 3 2 ) c C n ) c c 1 C <eos> C c ( O ) ( = 1 O <eos> C 3 C C C 3 3 ) C C 2 ) c 1 <eos> <eos> C <unk> O <eos> ) ( C ) C C <unk> <unk> ( C ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> 1 3 4 ) s F ] N o = ] S B <unk> C S <unk> o,15 18 5 15 6 15 5 13 19 6 23 8 23 23 23 5 15 5 13 19 6 18 23 9 23 23 23 5 19 24 6 23 10 9 6 23 15 25 6 23 23 8 15,CN(C)C(=O)c1ccc(C(=O)Nc2ccc(Ol)c32)cCn)cc1C,43,0,44,,<eos>,eos
1 19 13 15 5 18 15 15 23 8 23 23 23 23 8 6 18 15 8 6 23 23 23 23 23 9 2 23 8 15 2 2 8 8 2 15 2 2 13 8 2 19 2 19 6 8 9 2 19 13 19 23 8 19 2 6 22 3 6 19 6 3 9 2 15 8 2 2 8 13 19 6 15 15 2 2 5 19 6 21 15 3 3 22 8 9 16 2 6 8 9 8 3 21 2 3 3 22 2 19 8 2 26 10 17 13 22 6 14 10 2 15 23 5 13 17 14 11 4 7,<bos> O = C ( N C C c 1 c c c c 1 ) N C 1 ) c c c c c 2 <eos> c 1 C <eos> <eos> 1 1 <eos> C <eos> <eos> = 1 <eos> O <eos> O ) 1 2 <eos> O = O c 1 O <eos> ) ] <unk> ) O ) <unk> 2 <eos> C 1 <eos> <eos> 1 = O ) C C <eos> <eos> ( O ) [ C <unk> <unk> ] 1 2 F <eos> ) 1 2 1 <unk> [ <eos> <unk> <unk> ] <eos> O 1 <eos> o 3 H = ] ) B 3 <eos> C c ( = H B 4 # -,19 13 15 5 18 15 15 23 8 23 23 23 23 8 6 18 15 8 6 23 23 23 23 23 9,O=C(NCCc1cccc1)NC1)ccccc2,25,0,26,,<eos>,eos
1 15 23 8 23 23 23 5 15 9 15 9 15 15 18 18 15 5 13 19 6 23 10 23 9 23 23 10 23 25 9 23 23 9 10 23 9 23 23 25 13 19 6 8 23 2 23 23 23 6 2 23 23 2 23 23 19 6 2 15 6 2 21 15 2 23 6 23 8 2 2 15 15 3 19 3 5 15 6 15 15 3 3 22 8 5 19 6 15 15 2 15 3 9 15 22 15 9 2 19 8 2 11 21 2 9 2 28 3 10 22 3 10 14 22 12 22 15 3 24,<bos> C c 1 c c c ( C 2 C 2 C C N N C ( = O ) c 3 c 2 c c 3 c n 2 c c 2 3 c 2 c c n = O ) 1 c <eos> c c c ) <eos> c c <eos> c c O ) <eos> C ) <eos> [ C <eos> c ) c 1 <eos> <eos> C C <unk> O <unk> ( C ) C C <unk> <unk> ] 1 ( O ) C C <eos> C <unk> 2 C ] C 2 <eos> O 1 <eos> 4 [ <eos> 2 <eos> s <unk> 3 ] <unk> 3 B ] 5 ] C <unk> l,15 23 8 23 23 23 5 15 9 15 9 15 15 18 18 15 5 13 19 6 23 10 23 9 23 23 10 23 25 9 23 23 9 10 23 9 23 23 25 13 19 6 8 23,Cc1ccc(C2C2CCNNC(=O)c3c2cc3cn2cc23c2ccn=O)1c,44,0,45,,<eos>,eos
1 15 19 23 8 23 23 23 5 15 6 23 5 15 18 15 5 13 19 6 18 5 15 6 23 23 8 23 23 23 5 15 9 6 23 8 2 2 19 8 2 19 2 6 13 19 2 8 15 2 15 6 9 6 23 23 8 15 2 2 15 2 9 6 9 15 6 23 15 2 2 8 21 19 2 3 22 9 11 19 15 10 2 22 8 5 15 6 15 8 2 8 3 21 18 3 3 22 2 19 8 2 19 26 13 2 25 16 18 5 7 22 6 28 5 28 12 27 13 19,<bos> C O c 1 c c c ( C ) c ( C N C ( = O ) N ( C ) c c 1 c c c ( C 2 ) c 1 <eos> <eos> O 1 <eos> O <eos> ) = O <eos> 1 C <eos> C ) 2 ) c c 1 C <eos> <eos> C <eos> 2 ) 2 C ) c C <eos> <eos> 1 [ O <eos> <unk> ] 2 4 O C 3 <eos> ] 1 ( C ) C 1 <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> O o = <eos> n F N ( - ] ) s ( s 5 r = O,15 19 23 8 23 23 23 5 15 6 23 5 15 18 15 5 13 19 6 18 5 15 6 23 23 8 23 23 23 5 15 9 6 23 8,COc1ccc(C)c(CNC(=O)N(C)cc1ccc(C2)c1,35,0,36,,<eos>,eos
1 15 15 15 15 15 18 3 15 13 15 15 18 15 5 13 19 6 23 8 23 23 23 5 7 23 9 23 23 23 23 23 9 6 9 6 13 8 2 6 15 2 19 6 2 18 9 15 8 10 8 2 15 23 10 6 23 23 6 9 6 8 8 2 3 15 15 2 8 9 2 15 19 6 2 6 5 19 6 21 15 3 3 22 6 5 15 6 15 8 2 3 3 21 9 3 15 2 2 19 8 2 13 28 19 24 19 14 17 3 2 28 10 4 9 5 23 18 20 23,<bos> C C C C C N <unk> C = C C N C ( = O ) c 1 c c c ( - c 2 c c c c c 2 ) 2 ) = 1 <eos> ) C <eos> O ) <eos> N 2 C 1 3 1 <eos> C c 3 ) c c ) 2 ) 1 1 <eos> <unk> C C <eos> 1 2 <eos> C O ) <eos> ) ( O ) [ C <unk> <unk> ] ) ( C ) C 1 <eos> <unk> <unk> [ 2 <unk> C <eos> <eos> O 1 <eos> = s O l O B H <unk> <eos> s 3 # 2 ( c N S c,15 15 15 15 15 18 3 15 13 15 15 18 15 5 13 19 6 23 8 23 23 23 5 7 23 9 23 23 23 23 23 9 6 9 6 13 8,CCCCCNC=CCNC(=O)c1ccc(-c2ccccc2)2)=1,36,0,38,,<eos>,eos
1 19 13 15 5 18 15 23 8 23 23 28 21 23 17 22 23 23 26 9 6 18 23 8 23 23 23 23 23 8 8 15 6 15 23 8 2 2 8 8 23 2 6 2 8 2 15 15 8 6 2 23 8 23 23 8 6 19 6 19 8 2 9 6 2 9 2 23 8 15 6 15 15 6 19 15 5 15 8 15 15 6 3 2 15 5 19 6 15 8 15 8 3 22 2 8 15 2 2 19 8 2 6 28 16 19 22 26 8 2 14 16 27 3 6 3 27 11 14 6,<bos> O = C ( N C c 1 c c s [ c H ] c c o 2 ) N c 1 c c c c c 1 1 C ) C c 1 <eos> <eos> 1 1 c <eos> ) <eos> 1 <eos> C C 1 ) <eos> c 1 c c 1 ) O ) O 1 <eos> 2 ) <eos> 2 <eos> c 1 C ) C C ) O C ( C 1 C C ) <unk> <eos> C ( O ) C 1 C 1 <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> ) s F O ] o 1 <eos> B F r <unk> ) <unk> r 4 B ),19 13 15 5 18 15 23 8 23 23 28 21 23 17 22 23 23 26 9 6 18 23 8 23 23 23 23 23 8 8 15 6 15 23 8,O=C(NCc1ccs[cH]cco2)Nc1ccccc11C)Cc1,35,0,36,,<eos>,eos
1 15 13 15 5 15 15 5 13 19 6 15 19 23 8 23 23 23 23 5 23 6 23 8 6 23 8 24 6 23 8 23 2 2 23 8 2 2 2 8 2 15 2 6 15 6 15 5 23 15 6 23 5 23 15 6 19 15 2 15 6 15 9 6 15 8 15 15 8 23 5 19 6 6 15 8 2 15 10 6 15 6 15 2 6 22 19 6 23 8 15 10 3 19 19 6 15 22 2 19 8 2 17 21 3 8 2 26 21 2 19 26 22 15 10 17 26 4 24 4,<bos> C = C ( C C ( = O ) C O c 1 c c c c ( c ) c 1 ) c 1 l ) c 1 c <eos> <eos> c 1 <eos> <eos> <eos> 1 <eos> C <eos> ) C ) C ( c C ) c ( c C ) O C <eos> C ) C 2 ) C 1 C C 1 c ( O ) ) C 1 <eos> C 3 ) C ) C <eos> ) ] O ) c 1 C 3 <unk> O O ) C ] <eos> O 1 <eos> H [ <unk> 1 <eos> o [ <eos> O o ] C 3 H o # l #,15 13 15 5 15 15 5 13 19 6 15 19 23 8 23 23 23 23 5 23 6 23 8 6 23 8 24 6 23 8 23,C=C(CC(=O)COc1cccc(c)c1)c1l)c1c,31,0,32,,<eos>,eos
1 15 15 15 15 5 15 3 3 15 22 5 15 6 15 5 13 19 6 23 8 3 22 5 13 19 6 23 9 8 23 23 23 23 23 5 23 23 23 21 23 17 15 6 3 23 8 3 2 23 15 8 15 8 2 9 19 15 23 3 13 19 6 2 9 23 8 2 3 15 19 15 5 13 19 6 19 15 8 15 19 3 15 17 15 5 19 6 15 15 2 15 3 9 17 22 8 9 2 19 8 2 22 2 26 19 12 16 4 19 2 23 15 16 22 0 19 14 2 6,<bos> C C C C ( C <unk> <unk> C ] ( C ) C ( = O ) c 1 <unk> ] ( = O ) c 2 1 c c c c c ( c c c [ c H C ) <unk> c 1 <unk> <eos> c C 1 C 1 <eos> 2 O C c <unk> = O ) <eos> 2 c 1 <eos> <unk> C O C ( = O ) O C 1 C O <unk> C H C ( O ) C C <eos> C <unk> 2 H ] 1 2 <eos> O 1 <eos> ] <eos> o O 5 F # O <eos> c C F ] <pad> O B <eos> ),15 15 15 15 5 15 3 3 15 22 5 15 6 15 5 13 19 6 23 8 3 22 5 13 19 6 23 9 8 23 23 23 23 23 5 23 23 23 21 23 17 15 6 3 23 8 3,CCCC(CC](C)C(=O)c1](=O)c21ccccc(ccc[cHC)c1,42,0,48,,<eos>,eos
1 15 13 15 5 13 19 6 18 8 23 8 23 23 5 18 15 15 5 13 19 6 23 8 23 23 17 7 23 10 23 23 23 23 23 9 6 23 23 8 2 23 8 2 23 8 2 23 23 6 23 23 8 6 23 8 6 23 8 2 8 2 21 6 9 22 6 23 8 2 15 15 3 3 22 3 8 15 8 15 15 3 3 17 22 5 19 6 15 21 15 3 3 22 9 8 15 2 2 19 8 2 3 15 3 0 4 17 10 24 11 16 25 20 11 17 0 20 3 6,<bos> C = C ( = O ) N 1 c 1 c c ( N C C ( = O ) c 1 c c H - c 3 c c c c c 2 ) c c 1 <eos> c 1 <eos> c 1 <eos> c c ) c c 1 ) c 1 ) c 1 <eos> 1 <eos> [ ) 2 ] ) c 1 <eos> C C <unk> <unk> ] <unk> 1 C 1 C C <unk> <unk> H ] ( O ) C [ C <unk> <unk> ] 2 1 C <eos> <eos> O 1 <eos> <unk> C <unk> <pad> # H 3 l 4 F n S 4 H <pad> S <unk> ),15 13 15 5 13 19 6 18 8 23 8 23 23 5 18 15 15 5 13 19 6 23 8 23 23 17 7 23 10 23 23 23 23 23 9 6 23 23 8,C=C(=O)N1c1cc(NCC(=O)c1ccH-c3ccccc2)cc1,39,0,40,,<eos>,eos
1 15 15 23 8 23 23 23 23 23 8 15 6 15 5 13 19 6 5 13 19 6 18 8 23 23 23 23 23 8 15 2 15 15 8 2 15 2 2 2 15 2 2 15 19 15 9 15 8 2 6 15 9 6 15 6 15 19 6 23 15 8 23 2 2 15 6 8 2 13 19 2 15 6 2 15 5 6 6 21 15 3 3 22 6 5 19 6 15 8 15 8 3 22 2 8 15 2 2 19 8 2 0 21 18 2 24 26 6 8 26 13 10 26 17 24 27 20 2 12,<bos> C C c 1 c c c c c 1 C ) C ( = O ) ( = O ) N 1 c c c c c 1 C <eos> C C 1 <eos> C <eos> <eos> <eos> C <eos> <eos> C O C 2 C 1 <eos> ) C 2 ) C ) C O ) c C 1 c <eos> <eos> C ) 1 <eos> = O <eos> C ) <eos> C ( ) ) [ C <unk> <unk> ] ) ( O ) C 1 C 1 <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> <pad> [ N <eos> l o ) 1 o = 3 o H l r S <eos> 5,15 15 23 8 23 23 23 23 23 8 15 6 15 5 13 19 6 5 13 19 6 18 8 23 23 23 23 23 8 15,CCc1ccccc1C)C(=O)(=O)N1ccccc1C,30,0,31,,<eos>,eos
1 15 23 8 23 23 23 23 23 8 15 5 13 19 6 18 23 9 23 23 23 5 7 23 10 23 23 23 23 23 9 6 23 8 2 2 15 2 15 2 15 8 2 6 23 15 6 23 10 9 6 23 8 2 15 23 23 3 6 9 6 23 8 2 15 21 15 3 22 5 15 5 15 19 15 6 19 15 19 21 15 6 3 22 17 5 9 6 2 15 2 22 3 3 17 22 8 9 2 19 8 2 16 9 3 12 14 11 6 17 2 0 9 3 6 5 25 8 10 11,<bos> C c 1 c c c c c 1 C ( = O ) N c 2 c c c ( - c 3 c c c c c 2 ) c 1 <eos> <eos> C <eos> C <eos> C 1 <eos> ) c C ) c 3 2 ) c 1 <eos> C c c <unk> ) 2 ) c 1 <eos> C [ C <unk> ] ( C ( C O C ) O C O [ C ) <unk> ] H ( 2 ) <eos> C <eos> ] <unk> <unk> H ] 1 2 <eos> O 1 <eos> F 2 <unk> 5 B 4 ) H <eos> <pad> 2 <unk> ) ( n 1 3 4,15 23 8 23 23 23 23 23 8 15 5 13 19 6 18 23 9 23 23 23 5 7 23 10 23 23 23 23 23 9 6 23 8,Cc1ccccc1C(=O)Nc2ccc(-c3ccccc2)c1,33,0,34,,<eos>,eos
