token_ids,effective_token_ids,raw_smiles,raw_length,first_pad_position
19 19 25 19 2 16 25 3 32 8 32 35 32 2 19 24 3 32 9 32 3 32 25 32 32 32 2 19 3 32 2 32 19 3 32 32 8 9 6 19 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 25 19 2 16 25 3 32 8 32 35 32 2 19 24 3 32 9 32 3 32 25 32 32 32 2 19 3 32 2 32 19 3 32 32 8 9 6 19 34,CCOC(=O)c1cnc(CN)c2c)cOccc(C)c(cC)cc12.Cl,41,41
19 19 2 19 3 32 32 32 32 32 32 32 9 7 19 2 3 19 3 32 8 32 32 32 32 32 21 3 32 3 32 32 32 32 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 2 19 3 32 32 32 32 32 32 32 9 7 19 2 3 19 3 32 8 32 32 32 32 32 21 3 32 3 32 32 32 32 32,CC(C)ccccccc2/C()C)c1cccccH)c)ccccc,35,35
19 25 32 8 32 32 32 32 32 19 32 32 19 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 3 32 32 32 9 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 25 32 8 32 32 32 32 32 19 32 32 19 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 3 32 32 32 9 32,COc1cccccCccCcccccccccccccccc)ccc2c,35,35
19 19 19 2 19 19 3 19 19 24 19 2 19 3 19 2 16 25 3 32 2 32 32 32 32 19 8 16 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 19 2 19 19 3 19 19 24 19 2 19 3 19 2 16 25 3 32 2 32 32 32 32 19 8 16 32,CCC(CC)CCNC(C)C(=O)c(ccccC1=c,29,29
19 32 32 8 32 32 9 3 32 32 9 35 32 19 24 3 19 2 16 25 3 24 32 32 32 32 32 2 3 32 32 32 10 3 32 32 35 3 32 32 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 32 32 8 32 32 9 3 32 32 9 35 32 19 24 3 19 2 16 25 3 24 32 32 32 32 32 2 3 32 32 32 10 3 32 32 35 3 32 32 8,Ccc1cc2)cc2ncCN)C(=O)Nccccc()ccc3)ccn)cc1,41,41
19 25 32 8 32 32 32 32 2 19 2 3 25 3 2 2 19 3 32 32 32 32 32 32 32 32 32 32 3 3 32 9 19 3 16 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 25 32 8 32 32 32 32 2 19 2 3 25 3 2 2 19 3 32 32 32 32 32 32 32 32 32 32 3 3 32 9 19 3 16 25,COc1cccc(C()O)((C)cccccccccc))c2C)=O,36,36
19 1 19 8 32 32 32 32 2 32 32 19 9 32 32 19 19 19 3 32 32 8 2 2 32 3 32 32 32 32 32 32 32 32 3 32 32 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 1 19 8 32 32 32 32 2 32 32 19 9 32 32 19 19 19 3 32 32 8 2 2 32 3 32 32 32 32 32 32 32 32 3 32 32 19,C#C1cccc(ccC2ccCCC)cc1((c)cccccccc)ccC,38,38
19 32 8 35 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 3 32 19 2 16 25 3 24 19 32 16 3 32 32 32 3 32 3 32 32 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 32 8 35 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 3 32 19 2 16 25 3 24 19 32 16 3 32 32 32 3 32 3 32 32 3,Cc1nccccccccccccccc)cC(=O)NCc=)ccc)c)cc),40,40
19 32 8 35 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 25 3 32 19 19 19 19 3 32 32 3 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 32 8 35 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 25 3 32 19 19 19 19 3 32 32 3 19,Cc1nccccccccccccccccccccO)cCCCC)cc)C,36,36
19 19 25 19 2 16 25 3 32 8 32 35 32 2 19 24 3 32 9 32 32 32 32 32 32 32 2 25 3 3 32 32 8 9 6 32 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 25 19 2 16 25 3 32 8 32 35 32 2 19 24 3 32 9 32 32 32 32 32 32 32 2 25 3 3 32 32 8 9 6 32 8,CCOC(=O)c1cnc(CN)c2ccccccc(O))cc12.c1,37,37
19 19 2 8 32 32 32 32 19 24 19 2 19 3 19 2 16 25 3 32 9 32 32 32 32 32 32 3 32 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 2 8 32 32 32 32 19 24 19 2 19 3 19 2 16 25 3 32 9 32 32 32 32 32 32 3 32 8,CC(1ccccCNC(C)C(=O)c2cccccc)c1,30,30
25 16 19 2 19 19 3 19 19 24 19 2 16 25 19 32 8 32 32 32 32 32 32 32 32 32 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,25 16 19 2 19 19 3 19 19 24 19 2 16 25 19 32 8 32 32 32 32 32 32 32 32 32 8,O=C(CC)CCNC(=OCc1ccccccccc1,27,27
19 19 19 19 19 8 2 19 19 32 8 19 19 19 2 19 2 24 25 3 2 19 2 19 19 3 32 32 32 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 19 19 19 8 2 19 19 32 8 19 19 19 2 19 2 24 25 3 2 19 2 19 19 3 32 32 32 32,CCCCC1(CCc1CCC(C(NO)(C(CC)cccc,30,30
19 19 32 8 32 32 32 32 32 2 32 25 3 32 32 32 32 32 32 32 32 32 32 32 32 32 19 19 19 19 25 3 32 32 3 19 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 19 32 8 32 32 32 32 32 2 32 25 3 32 32 32 32 32 32 32 32 32 32 32 32 32 19 19 19 19 25 3 32 32 3 19 9,CCc1ccccc(cO)cccccccccccccCCCCO)cc)C2,37,37
19 25 32 8 32 32 32 32 2 32 2 3 25 19 2 2 19 3 32 8 32 32 32 32 32 32 32 32 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19 25 32 8 32 32 32 32 2 32 2 3 25 19 2 2 19 3 32 8 32 32 32 32 32 32 32 32 9 3,COc1cccc(c()OC((C)c1cccccccc2),30,30
