sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
11,COc1cccc2c2cCC(cc3ccccc(cCN)(C)=O)C(CO)c1C1c1O11CC2Bl=lN-[slo2F5(l3CclO1nNl5NC4Nn=r#F=FrN#N-nFr#O]CH#B-oF=onsNOCSNH(S4),119,0,,,,max_length,<bos> C O c 1 c c c c 2 c 2 c C C ( c c 3 c c c c c ( c C N ) ( C ) = O ) C ( C O ) c 1 C 1 c 1 O 1 1 C C 2 B l = l N - [ s l o 2 F 5 ( l 3 C c l O 1 n N l 5 N C 4 N n = r # F = F r N # N - n F r # O ] C H # B - o F = o n s N O C S N H ( S 4 ),15 19 23 8 23 23 23 23 9 23 9 23 15 15 5 23 23 10 23 23 23 23 23 5 23 15 18 6 5 15 6 13 19 6 15 5 15 19 6 23 8 15 8 23 8 19 8 8 15 15 9 14 24 13 24 18 7 21 28 24 26 9 16 12 5 24 10 15 23 24 19 8 25 18 24 12 18 15 11 18 25 13 27 4 16 13 16 27 18 4 18 7 25 16 27 4 19 22 15 17 4 14 7 26 16 13 26 25 28 18 19 15 20 18 17 5 20 11 6,),(S4),1,0,1,1,2,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
12,O=C(Cc1c1cccnc)-c2ccc(O)cc1cc(cCcc2)cc1,39,0,40.0,,<eos>,eos,<bos> O = C ( C c 1 c 1 c c c n c ) - c 2 c c c ( O ) c c 1 c c ( c C c c 2 ) c c 1 <eos> <eos> 1 2 2 1 <eos> C 1 C C 2 F = - [ S c S F B H c O 1 H c 3 C H B l ] 2 = r F r H N 3 <eos> = l = - = [ H 4 = # O ( F C ] # F = [ - c 1 F 1 O c B 5 - C n s H r ) 4 l -,19 13 15 5 15 23 8 23 8 23 23 23 25 23 6 7 23 9 23 23 23 5 19 6 23 23 8 23 23 5 23 15 23 23 9 6 23 23 8,1,)cc1,0,0,,0,1,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
13,CC(=O)(=O)N1c(C(CC(Cc(c2cc(C)cccccc2)cc2)Cc11C11CC2on4SNn-[rCl4O-=#sOBO#FN3SH=S1N]C[=B)N(lCHn=s]nc(-cFrH4)nOHOC)B=H4S3),119,0,,,,max_length,<bos> C C ( = O ) ( = O ) N 1 c ( C ( C C ( C c ( c 2 c c ( C ) c c c c c c 2 ) c c 2 ) C c 1 1 C 1 1 C C 2 o n 4 S N n - [ r C l 4 O - = # s O B O # F N 3 S H = S 1 N ] C [ = B ) N ( l C H n = s ] n c ( - c F r H 4 ) n O H O C ) B = H 4 S 3 ),15 15 5 13 19 6 5 13 19 6 18 8 23 5 15 5 15 15 5 15 23 5 23 9 23 23 5 15 6 23 23 23 23 23 23 9 6 23 23 9 6 15 23 8 8 15 8 8 15 15 9 26 25 11 20 18 25 7 21 27 15 24 11 19 7 13 4 28 19 14 19 4 16 18 10 20 17 13 20 8 18 22 15 21 13 14 6 18 5 24 15 17 25 13 28 22 25 23 5 7 23 16 27 17 11 6 25 19 17 19 15 6 14 13 17 11 20 10 6,),4S3),0,0,,0,5,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
14,CCCC(=O)NC1(C)Cc1cc(=F)c(=N)n2CcC1cc2cn2cc1C2,45,0,46.0,,<eos>,eos,<bos> C C C C ( = O ) N C 1 ( C ) C c 1 c c ( = F ) c ( = N ) n 2 C c C 1 c c 2 c n 2 c c 1 C 2 <eos> <eos> <eos> C <eos> 2 N = # O ( o # H l [ c l O 1 ) n N F S F n - r l s # H C r n H o B - H n = O s ] C n C ( [ n N # B # s o r H # c ( r c C ] 1 [ = C ) ] -,15 15 15 15 5 13 19 6 18 15 8 5 15 6 15 23 8 23 23 5 13 16 6 23 5 13 18 6 25 9 15 23 15 8 23 23 9 23 25 9 23 23 8 15 9,2,c1C2,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
15,C=C(Cc1ccc1CCc2c)C(C(=O)NC1C1CC11C1COC12),41,0,42.0,,<eos>,eos,<bos> C = C ( C c 1 c c c 1 C C c 2 c ) C ( C ( = O ) N C 1 C 1 C C 1 1 C 1 C O C 1 2 ) <eos> 1 O C 1 <eos> <eos> <eos> <eos> 2 C = - N H N # n 1 ( H S F l 2 l # l H c N O 2 B n # [ n S = H ( = n B S r 1 = - H = l ) # B S 5 s N S ) = - # = N s c 2 C F 5 F H O ] c,15 13 15 5 15 23 8 23 23 23 8 15 15 23 9 23 6 15 5 15 5 13 19 6 18 15 8 15 8 15 15 8 8 15 8 15 19 15 8 9 6,),C12),0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
16,CC(C)C(c(CN(C(Cc1cccc(ncc(C)nc)cncccc2)2)CC12C1CCC2lc-HB-C3-nCs(NS)lHBF=-S=#c#-Sc(oHOBc=c#FCnorC1(N[O4]c4Oc(sBcO)3)Cr)#,119,0,,,,max_length,<bos> C C ( C ) C ( c ( C N ( C ( C c 1 c c c c ( n c c ( C ) n c ) c n c c c c 2 ) 2 ) C C 1 2 C 1 C C C 2 l c - H B - C 3 - n C s ( N S ) l H B F = - S = # c # - S c ( o H O B c = c # F C n o r C 1 ( N [ O 4 ] c 4 O c ( s B c O ) 3 ) C r ) #,15 15 5 15 6 15 5 23 5 15 18 5 15 5 15 23 8 23 23 23 23 5 25 23 23 5 15 6 25 23 6 23 25 23 23 23 23 9 6 9 6 15 15 8 9 15 8 15 15 15 9 24 23 7 17 14 7 15 10 7 25 15 28 5 18 20 6 24 17 14 16 13 7 20 13 4 23 4 7 20 23 5 26 17 19 14 23 13 23 4 16 15 25 26 27 15 8 5 18 21 19 11 22 23 11 19 23 5 28 14 23 19 6 10 6 15 27 6 4,#,Cr)#,2,0,,0,6,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
17,CCOC(=O)Nc1ccc(c(c1)c(C(O=OC=O)C(c)cCC)cO)1(C)O2CC2o=FlN4BHl(FCcH-HcHBSN-Nlo-H4So5nrSH)Co-=H1lOc-#FHoFc-#F=nOFO3F3HCSB5,119,0,,,,max_length,<bos> C C O C ( = O ) N c 1 c c c ( c ( c 1 ) c ( C ( O = O C = O ) C ( c ) c C C ) c O ) 1 ( C ) O 2 C C 2 o = F l N 4 B H l ( F C c H - H c H B S N - N l o - H 4 S o 5 n r S H ) C o - = H 1 l O c - # F H o F c - # F = n O F O 3 F 3 H C S B 5,15 15 19 15 5 13 19 6 18 23 8 23 23 23 5 23 5 23 8 6 23 5 15 5 19 13 19 15 13 19 6 15 5 23 6 23 15 15 6 23 19 6 8 5 15 6 19 9 15 15 9 26 13 16 24 18 11 14 17 24 5 16 15 23 17 7 17 23 17 14 20 18 7 18 24 26 7 17 11 20 26 12 25 27 20 17 6 15 26 7 13 17 8 24 19 23 7 4 16 17 26 16 23 7 4 16 13 25 19 16 19 10 16 10 17 15 20 14 12,5,CSB5,0,0,,0,3,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
18,CC(C(=O)CSc1cccn(-ccccccc2)cc1)c1c11c11=Oc1C1CO2CC2srsOo4SFs[CB#BlHsBHS4-#Ns#-oSo=nFOFH#=orC1O3HnO(-OFNoS)o(F#ScN)H]#c#,119,0,,,,max_length,<bos> C C ( C ( = O ) C S c 1 c c c n ( - c c c c c c c 2 ) c c 1 ) c 1 c 1 1 c 1 1 = O c 1 C 1 C O 2 C C 2 s r s O o 4 S F s [ C B # B l H s B H S 4 - # N s # - o S o = n F O F H # = o r C 1 O 3 H n O ( - O F N o S ) o ( F # S c N ) H ] # c #,15 15 5 15 5 13 19 6 15 20 23 8 23 23 23 25 5 7 23 23 23 23 23 23 23 9 6 23 23 8 6 23 8 23 8 8 23 8 8 13 19 23 8 15 8 15 19 9 15 15 9 28 27 28 19 26 11 20 16 28 21 15 14 4 14 24 17 28 14 17 20 11 7 4 18 28 4 7 26 20 26 13 25 16 19 16 17 4 13 26 27 15 8 19 10 17 25 19 5 7 19 16 18 26 20 6 26 5 16 4 20 23 18 6 17 22 4 23 4,#,]#c#,0,0,2 3,2,2,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
19,CC(C)c1ccc(c(Nc1cccccc(c)CN)C=O)n1Occ1,38,0,39.0,,<eos>,eos,<bos> C C ( C ) c 1 c c c ( c ( N c 1 c c c c c c ( c ) C N ) C = O ) n 1 O c c 1 <eos> O <eos> <eos> 2 H 1 C 1 1 C C 2 o r = # - N = H S O 2 # N # o 2 r = C 3 = - o = F # H [ S s H 1 = - S F # F s B C S c S - O 4 l 3 # F N c O 3 B n s F N C F ] ( O 4 N ),15 15 5 15 6 23 8 23 23 23 5 23 5 18 23 8 23 23 23 23 23 23 5 23 6 15 18 6 15 13 19 6 25 8 19 23 23 8,1,Occ1,0,0,,0,3,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
20,C=C(n1)C(=O)c(CC)C2CCCCc(C(cN(C(CO)(C=O)C=ON[nH]1l2N)4[N-#C(oH#OC)]l-H#sn-BSc[r4-s1HOr)nN#OCn]r(O4C-olcBFOB(OcNn)H1)4H),119,0,,,,max_length,<bos> C = C ( n 1 ) C ( = O ) c ( C C ) C 2 C C C C c ( C ( c N ( C ( C O ) ( C = O ) C = O N [ n H ] 1 l 2 N ) 4 [ N - # C ( o H # O C ) ] l - H # s n - B S c [ r 4 - s 1 H O r ) n N # O C n ] r ( O 4 C - o l c B F O B ( O c N n ) H 1 ) 4 H ),15 13 15 5 25 8 6 15 5 13 19 6 23 5 15 15 6 15 9 15 15 15 15 23 5 15 5 23 18 5 15 5 15 19 6 5 15 13 19 6 15 13 19 18 21 25 17 22 8 24 9 18 6 11 21 18 7 4 15 5 26 17 4 19 15 6 22 24 7 17 4 28 25 7 14 20 23 21 27 11 7 28 8 17 19 27 6 25 18 4 19 15 25 22 27 5 19 11 15 7 26 24 23 14 16 19 14 5 19 23 18 25 6 17 8 6 11 17 6,),)4H),0,0,,0,4,1,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
21,CC(C)(O)c1cccF2cc2nc1cccccccB1COCCOCn1,38,0,39.0,,<eos>,eos,<bos> C C ( C ) ( O ) c 1 c c c F 2 c c 2 n c 1 c c c c c c c B 1 C O C C O C n 1 <eos> <eos> 1 1 <eos> <eos> <eos> 2 O 2 <eos> <eos> 2 n 1 N H o = N H B c N O F B 2 n 2 H 2 F l H c o S - # s S - [ s S O H O = F H 2 ( ] F c r n C s ( H r 2 o l = o n 1 C 2 c 1 # H ) = l ),15 15 5 15 6 5 19 6 23 8 23 23 23 16 9 23 23 9 25 23 8 23 23 23 23 23 23 23 14 8 15 19 15 15 19 15 25 8,1,OCn1,0,0,,0,1,0,,False,False,0,True,rdkit_parse_failure,,,,,,,,,,,,
22,Cc1cc2c2ccnc(CcCO)c1ccccc3n2C1n1Cc11c11O1c1cOC21CC2([-N)-H#sHNcFlr-snl-CnS1oc-S3nFn-n2loSB]HB#l[#o2=rF-sc1HSHCOsF(#C1B),119,0,,,,max_length,<bos> C c 1 c c 2 c 2 c c n c ( C c C O ) c 1 c c c c c 3 n 2 C 1 n 1 C c 1 1 c 1 1 O 1 c 1 c O C 2 1 C C 2 ( [ - N ) - H # s H N c F l r - s n l - C n S 1 o c - S 3 n F n - n 2 l o S B ] H B # l [ # o 2 = r F - s c 1 H S H C O s F ( # C 1 B ),15 23 8 23 23 9 23 9 23 23 25 23 5 15 23 15 19 6 23 8 23 23 23 23 23 10 25 9 15 8 25 8 15 23 8 8 23 8 8 19 8 23 8 23 19 15 9 8 15 15 9 5 21 7 18 6 7 17 4 28 17 18 23 16 24 27 7 28 25 24 7 15 25 20 8 26 23 7 20 10 25 16 25 7 25 9 24 26 20 14 22 17 14 4 24 21 4 26 9 13 27 16 7 28 23 8 17 20 17 15 19 28 16 5 4 15 8 14 6,),C1B),0,1,2,1,1,1,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
23,COc1ccc(-l2ccc(c1)CcCCCc1O)c1CCO1C1OCC1C1C1c1111CC2on3FNoH3Hrs5c-cF5-O4HnC(F1O[H4=n2-FH-sor)OF][=F2oO#=s5lHNSB=ns2#C5l2,119,0,,,,max_length,<bos> C O c 1 c c c ( - l 2 c c c ( c 1 ) C c C C C c 1 O ) c 1 C C O 1 C 1 O C C 1 C 1 C 1 c 1 1 1 1 C C 2 o n 3 F N o H 3 H r s 5 c - c F 5 - O 4 H n C ( F 1 O [ H 4 = n 2 - F H - s o r ) O F ] [ = F 2 o O # = s 5 l H N S B = n s 2 # C 5 l 2,15 19 23 8 23 23 23 5 7 24 9 23 23 23 5 23 8 6 15 23 15 15 15 23 8 19 6 23 8 15 15 19 8 15 8 19 15 15 8 15 8 15 8 23 8 8 8 8 15 15 9 26 25 10 16 18 26 17 10 17 27 28 12 23 7 23 16 12 7 19 11 17 25 15 5 16 8 19 21 17 11 13 25 9 7 16 17 7 28 26 27 6 19 16 22 21 13 16 9 26 19 4 13 28 12 24 17 18 20 14 13 25 28 9 4 15 12 24 9,2,C5l2,0,1,,0,2,1,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
24,CN(Cc1nccc1C1cC(CNFCc1Cccccccc212n1C1C1=O2COC121CC2c=sC1F#lBn(OH-FB=n=sFCSNr[H]c[-SO1F)=NC#CoS)N1F=C2o)s=OcFHnFNF=C(s]1,119,0,,,,max_length,<bos> C N ( C c 1 n c c c 1 C 1 c C ( C N F C c 1 C c c c c c c c 2 1 2 n 1 C 1 C 1 = O 2 C O C 1 2 1 C C 2 c = s C 1 F # l B n ( O H - F B = n = s F C S N r [ H ] c [ - S O 1 F ) = N C # C o S ) N 1 F = C 2 o ) s = O c F H n F N F = C ( s ] 1,15 18 5 15 23 8 25 23 23 23 8 15 8 23 15 5 15 18 16 15 23 8 15 23 23 23 23 23 23 23 9 8 9 25 8 15 8 15 8 13 19 9 15 19 15 8 9 8 15 15 9 23 13 28 15 8 16 4 24 14 25 5 19 17 7 16 14 13 25 13 28 16 15 20 18 27 21 17 22 23 21 7 20 19 8 16 6 13 18 15 4 15 26 20 6 18 8 16 13 15 9 26 6 28 13 19 23 16 17 25 16 18 16 13 15 5 28 22 8,1,(s]1,1,0,,0,3,1,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
25,CC(CCc1c1cccsC(C(=Occcccc(C)C(=O)c=O)c1=Oc121)C1CC2Nc-rc#B3oOrcC4(-F)=H-BNB=H-HBN-nO-sO#F3Con5r3-#F[#NB)SscNH3nNBlC(C]),119,0,,,,max_length,<bos> C C ( C C c 1 c 1 c c c s C ( C ( = O c c c c c c ( C ) C ( = O ) c = O ) c 1 = O c 1 2 1 ) C 1 C C 2 N c - r c # B 3 o O r c C 4 ( - F ) = H - B N B = H - H B N - n O - s O # F 3 C o n 5 r 3 - # F [ # N B ) S s c N H 3 n N B l C ( C ] ),15 15 5 15 15 23 8 23 8 23 23 23 28 15 5 15 5 13 19 23 23 23 23 23 23 5 15 6 15 5 13 19 6 23 13 19 6 23 8 13 19 23 8 9 8 6 15 8 15 15 9 18 23 7 27 23 4 14 10 26 19 27 23 15 11 5 7 16 6 13 17 7 14 18 14 13 17 7 17 14 18 7 25 19 7 28 19 4 16 10 15 26 25 12 27 10 7 4 16 21 4 18 14 6 20 28 23 18 17 10 25 18 14 24 15 5 15 22 6,),(C]),0,0,4 5,2,4,1,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
26,CC(C(CCO1ccccccC1)ccccccc1)CC1,30,0,31.0,,<eos>,eos,<bos> C C ( C ( C C O 1 c c c c c c C 1 ) c c c c c c c 1 ) C C 1 <eos> <eos> <eos> <eos> C <eos> <eos> <eos> <eos> <eos> <eos> <eos> 2 O C 2 <eos> 1 C C 2 s 1 - # c o H 4 ( C = B S # s 2 B H B 5 ) n c N B F H 5 = o l n F n H [ N 4 # B r 1 # o 3 - # F H N c N c = F o n C 3 n C B l ] s = - N,15 15 5 15 5 15 15 19 8 23 23 23 23 23 23 15 8 6 23 23 23 23 23 23 23 8 6 15 15 8,1,)CC1,0,0,,0,2,0,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
