token_ids,raw_tokens,effective_token_ids,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,last_non_special_token,ending_motif,max_parenthesis_depth,max_bracket_depth
1 15 19 23 8 23 23 23 5 23 8 15 15 21 18 23 22 23 10 23 23 21 23 17 22 15 15 15 15 15 15 15 15 6 15 5 19 5 15 15 21 15 17 22 5 15 6 15 22 6 15 22 6 15 8 15 23 8 23 2 6 8 23 2 2 21 15 3 3 23 9 5 15 6 15 3 5 22 5 15 6 21 15 13 19 22 15 19 2 8 2 8 3 21 18 3 15 22 2 19 8 2 10 9 26 12 22 14 10 28 19 17 22 28 18 27 9 26 11 20,<bos> C O c 1 c c c ( c 1 C C [ N c ] c 3 c c [ c H ] C C C C C C C C ) C ( O ( C C [ C H ] ( C ) C ] ) C ] ) C 1 C c 1 c <eos> ) 1 c <eos> <eos> [ C <unk> <unk> c 2 ( C ) C <unk> ( ] ( C ) [ C = O ] C O <eos> 1 <eos> 1 <unk> [ N <unk> C ] <eos> O 1 <eos> 3 2 o 5 ] B 3 s O H ] s N r 2 o 4 S,15 19 23 8 23 23 23 5 23 8 15 15 21 18 23 22 23 10 23 23 21 23 17 22 15 15 15 15 15 15 15 15 6 15 5 19 5 15 15 21 15 17 22 5 15 6 15 22 6 15 22 6 15 8 15 23 8 23,COc1ccc(c1CC[Nc]c3cc[cH]CCCCCCCC)C(O(CC[CH](C)C])C])C1Cc1c,58,0,59,,<eos>,eos,0,0,3,1,c,Cc1c,3,1
1 19 13 15 8 18 23 9 23 23 23 23 23 5 15 24 6 23 8 23 23 23 5 15 6 23 23 8 9 15 8 23 23 23 23 8 23 6 23 8 2 22 15 15 23 19 23 2 23 6 23 23 6 23 2 8 2 8 2 2 6 2 23 2 15 2 15 23 8 2 15 8 15 15 19 6 5 15 5 19 15 3 3 22 15 5 15 6 15 15 2 15 3 9 17 22 8 9 2 19 8 2 6 2 16 0 25 12 14 12 16 15 2 27 11 13 15 5 4 7,<bos> O = C 1 N c 2 c c c c c ( C l ) c 1 c c c ( C ) c c 1 2 C 1 c c c c 1 c ) c 1 <eos> ] C C c O c <eos> c ) c c ) c <eos> 1 <eos> 1 <eos> <eos> ) <eos> c <eos> C <eos> C c 1 <eos> C 1 C C O ) ( C ( O C <unk> <unk> ] C ( C ) C C <eos> C <unk> 2 H ] 1 2 <eos> O 1 <eos> ) <eos> F <pad> n 5 B 5 F C <eos> r 4 = C ( # -,19 13 15 8 18 23 9 23 23 23 23 23 5 15 24 6 23 8 23 23 23 5 15 6 23 23 8 9 15 8 23 23 23 23 8 23 6 23 8,O=C1Nc2ccccc(Cl)c1ccc(C)cc12C1cccc1c)c1,39,0,40,,<eos>,eos,0,0,,0,1,c)c1,1,0
1 15 20 5 13 19 6 5 13 19 6 18 8 15 21 23 8 15 23 5 15 19 23 9 23 23 23 5 19 6 23 23 23 23 23 23 9 10 6 23 9 6 23 8 9 6 15 5 18 6 13 23 2 15 23 6 18 6 18 15 15 15 6 15 10 3 17 6 15 2 5 19 9 6 19 15 2 15 5 15 22 6 23 15 23 5 15 23 15 8 15 10 13 19 2 6 15 19 2 19 8 2 5 10 27 24 6 26 6 15 22 0 6 9 24 10 13 11 24 27,<bos> C S ( = O ) ( = O ) N 1 C [ c 1 C c ( C O c 2 c c c ( O ) c c c c c c 2 3 ) c 2 ) c 1 2 ) C ( N ) = c <eos> C c ) N ) N C C C ) C 3 <unk> H ) C <eos> ( O 2 ) O C <eos> C ( C ] ) c C c ( C c C 1 C 3 = O <eos> ) C O <eos> O 1 <eos> ( 3 r l ) o ) C ] <pad> ) 2 l 3 = 4 l r,15 20 5 13 19 6 5 13 19 6 18 8 15 21 23 8 15 23 5 15 19 23 9 23 23 23 5 19 6 23 23 23 23 23 23 9 10 6 23 9 6 23 8 9 6 15 5 18 6 13 23,CS(=O)(=O)N1C[c1Cc(COc2ccc(O)cccccc23)c2)c12)C(N)=c,51,0,52,,<eos>,eos,0,1,1 3,2,c,N)=c,2,1
1 15 18 5 15 6 15 19 15 18 8 23 23 5 23 5 23 8 23 23 23 5 17 22 6 23 5 3 6 21 5 17 22 9 8 23 21 23 6 23 5 18 9 23 9 23 6 5 15 19 15 19 15 6 15 23 15 6 15 9 6 21 15 6 15 8 2 15 8 2 19 6 19 5 19 6 3 15 8 15 15 10 19 2 6 5 15 3 15 5 2 15 6 15 2 6 15 19 6 19 8 2 28 11 7 9 2 4 2 27 7 8 15 0 11 0 28 0 3 0,<bos> C N ( C ) C O C N 1 c c ( c ( c 1 c c c ( H ] ) c ( <unk> ) [ ( H ] 2 1 c [ c ) c ( N 2 c 2 c ) ( C O C O C ) C c C ) C 2 ) [ C ) C 1 <eos> C 1 <eos> O ) O ( O ) <unk> C 1 C C 3 O <eos> ) ( C <unk> C ( <eos> C ) C <eos> ) C O ) O 1 <eos> s 4 - 2 <eos> # <eos> r - 1 C <pad> 4 <pad> s <pad> <unk> <pad>,15 18 5 15 6 15 19 15 18 8 23 23 5 23 5 23 8 23 23 23 5 17 22 6 23 5 3 6 21 5 17 22 9 8 23 21 23 6 23 5 18 9 23 9 23 6 5 15 19 15 19 15 6 15 23 15 6 15 9 6 21 15 6 15 8,CN(C)COCN1cc(c(c1ccc(H])c()[(H]21c[c)c(N2c2c)(COCOC)CcC)C2)[C)C1,64,0,66,,<eos>,eos,0,2,,0,1,C)C1,3,2
1 15 19 15 8 15 23 9 23 23 23 5 15 9 23 15 9 15 15 5 15 5 13 19 6 18 15 8 15 19 15 15 8 2 15 23 15 2 2 23 15 19 2 19 15 15 6 19 6 23 23 15 2 23 23 23 3 6 15 10 15 2 6 23 8 22 2 6 2 2 19 8 15 15 19 6 19 15 8 15 15 6 19 2 15 5 15 6 15 8 2 8 3 9 15 2 8 9 2 19 8 2 24 26 15 13 3 13 3 2 7 19 6 12 11 2 8 0 10 19,<bos> C O C 1 C c 2 c c c ( C 2 c C 2 C C ( C ( = O ) N C 1 C O C C 1 <eos> C c C <eos> <eos> c C O <eos> O C C ) O ) c c C <eos> c c c <unk> ) C 3 C <eos> ) c 1 ] <eos> ) <eos> <eos> O 1 C C O ) O C 1 C C ) O <eos> C ( C ) C 1 <eos> 1 <unk> 2 C <eos> 1 2 <eos> O 1 <eos> l o C = <unk> = <unk> <eos> - O ) 5 4 <eos> 1 <pad> 3 O,15 19 15 8 15 23 9 23 23 23 5 15 9 23 15 9 15 15 5 15 5 13 19 6 18 15 8 15 19 15 15 8,COC1Cc2ccc(C2cC2CC(C(=O)NC1COCC1,32,0,33,,<eos>,eos,2,0,1 2,2,1,OCC1,3,0
1 15 15 5 13 15 6 21 5 18 6 15 5 13 19 6 23 17 22 23 5 15 21 10 21 22 5 22 8 6 22 21 21 15 3 17 22 15 5 15 21 3 17 11 17 22 15 21 15 3 17 22 5 15 6 21 15 3 17 22 5 19 15 21 15 3 22 15 5 17 6 19 9 6 15 15 6 15 5 13 19 6 23 8 23 23 23 23 23 8 9 10 13 19 2 3 3 22 2 19 8 2 12 28 3 0 2 9 19 26 25 23 19 0 18 22 5 27 6 7,<bos> C C ( = C ) [ ( N ) C ( = O ) c H ] c ( C [ 3 [ ] ( ] 1 ) ] [ [ C <unk> H ] C ( C [ <unk> H 4 H ] C [ C <unk> H ] ( C ) [ C <unk> H ] ( O C [ C <unk> ] C ( H ) O 2 ) C C ) C ( = O ) c 1 c c c c c 1 2 3 = O <eos> <unk> <unk> ] <eos> O 1 <eos> 5 s <unk> <pad> <eos> 2 O o n c O <pad> N ] ( r ) -,15 15 5 13 15 6 21 5 18 6 15 5 13 19 6 23 17 22 23 5 15 21 10 21 22 5 22 8 6 22 21 21 15 3 17 22 15 5 15 21 3 17 11 17 22 15 21 15 3 17 22 5 15 6 21 15 3 17 22 5 19 15 21 15 3 22 15 5 17 6 19 9 6 15 15 6 15 5 13 19 6 23 8 23 23 23 23 23 8 9 10 13 19,CC(=C)[(N)C(=O)cH]c(C[3[](]1)][[CH]C(C[H4H]C[CH](C)[CH](OC[C]C(H)O2)CC)C(=O)c1ccccc123=O,88,0,94,,<eos>,eos,1,1,1 4,2,O,23=O,4,2
1 15 15 19 15 5 13 19 6 18 8 3 23 23 23 5 15 5 15 8 6 18 5 15 5 13 19 6 15 15 15 6 8 19 6 23 15 8 2 23 8 23 8 15 5 15 5 6 19 2 19 15 19 15 23 3 6 22 23 5 19 6 2 15 17 22 8 23 8 3 2 6 19 2 8 3 5 9 8 15 15 10 13 5 15 5 19 6 15 15 2 3 3 22 2 8 15 2 2 19 8 2 16 23 12 11 18 19 5 2 10 13 3 16 12 17 28 4 27 23,<bos> C C O C ( = O ) N 1 <unk> c c c ( C ( C 1 ) N ( C ( = O ) C C C ) 1 O ) c C 1 <eos> c 1 c 1 C ( C ( ) O <eos> O C O C c <unk> ) ] c ( O ) <eos> C H ] 1 c 1 <unk> <eos> ) O <eos> 1 <unk> ( 2 1 C C 3 = ( C ( O ) C C <eos> <unk> <unk> ] <eos> 1 C <eos> <eos> O 1 <eos> F c 5 4 N O ( <eos> 3 = <unk> F 5 H s # r c,15 15 19 15 5 13 19 6 18 8 3 23 23 23 5 15 5 15 8 6 18 5 15 5 13 19 6 15 15 15 6 8 19 6 23 15 8,CCOC(=O)N1ccc(C(C1)N(C(=O)CCC)1O)cC1,36,0,38,,<eos>,eos,0,0,,0,1,)cC1,3,0
1 15 18 5 15 5 13 19 6 19 6 23 8 23 23 23 5 5 19 23 9 23 23 23 23 23 9 6 23 8 2 2 8 2 8 2 2 15 8 2 2 19 2 15 2 15 8 2 5 15 6 15 5 19 19 10 6 15 23 3 15 23 9 6 15 9 6 15 8 13 2 6 19 6 2 2 5 6 9 6 15 5 13 19 6 21 19 3 15 8 15 8 3 8 19 6 15 22 2 19 8 2 13 10 23 20 2 26 8 2 26 19 22 20 16 17 24 20 24 4,<bos> C N ( C ( = O ) O ) c 1 c c c ( ( O c 2 c c c c c 2 ) c 1 <eos> <eos> 1 <eos> 1 <eos> <eos> C 1 <eos> <eos> O <eos> C <eos> C 1 <eos> ( C ) C ( O O 3 ) C c <unk> C c 2 ) C 2 ) C 1 = <eos> ) O ) <eos> <eos> ( ) 2 ) C ( = O ) [ O <unk> C 1 C 1 <unk> 1 O ) C ] <eos> O 1 <eos> = 3 c S <eos> o 1 <eos> o O ] S F H l S l #,15 18 5 15 5 13 19 6 19 6 23 8 23 23 23 5 5 19 23 9 23 23 23 23 23 9 6 23 8,CN(C(=O)O)c1ccc((Oc2ccccc2)c1,29,0,30,,<eos>,eos,1,0,,0,1,2)c1,2,0
1 15 18 5 15 6 23 8 23 23 23 5 23 18 10 23 10 23 23 23 23 23 23 10 23 9 15 5 15 5 13 19 6 13 19 6 23 23 8 23 15 5 15 23 15 11 23 8 23 15 6 15 2 8 2 8 3 23 23 9 2 23 15 21 23 3 2 9 15 5 19 6 15 6 5 6 8 15 8 15 9 13 19 2 6 15 19 2 6 8 2 8 3 21 2 3 15 22 2 19 8 2 8 27 26 7 24 13 2 28 26 20 17 0 6 2 24 19 23 4,<bos> C N ( C ) c 1 c c c ( c N 3 c 3 c c c c c c 3 c 2 C ( C ( = O ) = O ) c c 1 c C ( C c C 4 c 1 c C ) C <eos> 1 <eos> 1 <unk> c c 2 <eos> c C [ c <unk> <eos> 2 C ( O ) C ) ( ) 1 C 1 C 2 = O <eos> ) C O <eos> ) 1 <eos> 1 <unk> [ <eos> <unk> C ] <eos> O 1 <eos> 1 r o - l = <eos> s o S H <pad> ) <eos> l O c #,15 18 5 15 6 23 8 23 23 23 5 23 18 10 23 10 23 23 23 23 23 23 10 23 9 15 5 15 5 13 19 6 13 19 6 23 23 8 23 15 5 15 23 15 11 23 8 23 15 6 15,CN(C)c1ccc(cN3c3cccccc3c2C(C(=O)=O)cc1cC(CcC4c1cC)C,51,0,52,,<eos>,eos,1,0,1 2 3 4,4,C,cC)C,3,0
1 18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 20 15 8 6 21 15 3 17 22 8 15 15 21 15 3 17 22 5 18 20 5 13 19 6 5 13 23 6 23 9 23 23 23 5 23 5 23 9 6 6 15 8 2 6 15 8 23 2 15 15 8 2 23 23 9 6 15 8 2 23 23 9 6 15 3 8 2 6 15 16 2 6 15 2 15 3 21 19 6 15 19 2 19 8 2 27 9 28 16 2 26 23 27 20 19 21 3 12 13 4 11 17 6,<bos> N [ C <unk> H ] ( C ( = O ) N 1 C C S C 1 ) [ C <unk> H ] 1 C C [ C <unk> H ] ( N S ( = O ) ( = c ) c 2 c c c ( c ( c 2 ) ) C 1 <eos> ) C 1 c <eos> C C 1 <eos> c c 2 ) C 1 <eos> c c 2 ) C <unk> 1 <eos> ) C F <eos> ) C <eos> C <unk> [ O ) C O <eos> O 1 <eos> r 2 s F <eos> o c r S O [ <unk> 5 = # 4 H ),18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 20 15 8 6 21 15 3 17 22 8 15 15 21 15 3 17 22 5 18 20 5 13 19 6 5 13 23 6 23 9 23 23 23 5 23 5 23 9 6 6 15 8,N[CH](C(=O)N1CCSC1)[CH]1CC[CH](NS(=O)(=c)c2ccc(c(c2))C1,55,0,59,,<eos>,eos,1,0,,0,1,))C1,3,1
