sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag
11,COc1ccc(C1=CCNH[c3cc[cH]C(CC(C=CC)(C)CC[CH)(2CCc)3)FC1cc2,57,0,58,,<eos>,eos,<bos> C O c 1 c c c ( C 1 = C C N H [ c 3 c c [ c H ] C ( C C ( C = C C ) ( C ) C C [ C H ) ( 2 C C c ) 3 ) F C 1 c c 2 <eos> 3 O 1 O C <eos> 1 <eos> <unk> <unk> ] O ( C ) ( C O ] ( C O C C <unk> ) ] 2 ) <eos> C <eos> 1 <unk> [ N <unk> <unk> ] <eos> O 1 <eos> F 2 o 5 O <pad> 3 <eos> o <pad> c 5 3 B O l = l,15 19 23 8 23 23 23 5 15 8 13 15 15 18 17 21 23 10 23 23 21 23 17 22 15 5 15 15 5 15 13 15 15 6 5 15 6 15 15 21 15 17 6 5 9 15 15 23 6 10 6 16 15 8 23 23 9,,False,False,0,True,unbalanced_brackets,,,,,,,,,,,,
12,O=C1Nc2ccccc2Nl2cc)cc1C)ccCcC1cccc12)c1,39,0,40,,<eos>,eos,<bos> O = C 1 N c 2 c c c c c 2 N l 2 c c ) c c 1 C ) c c C c C 1 c c c c 1 2 ) c 1 <eos> O ) <eos> c <eos> c <eos> c c c 2 c ) c 1 <eos> c <eos> 3 1 <eos> 2 ) 1 <eos> C c 1 <eos> C C ( C O <unk> ] C 4 C C <unk> <unk> ] C ( C ) C 1 <eos> 1 <unk> 2 H 1 1 2 <eos> O 1 <eos> n c o n <pad> 5 l H = <pad> <eos> S ] r C H <unk> -,19 13 15 8 18 23 9 23 23 23 23 23 9 18 24 9 23 23 6 23 23 8 15 6 23 23 15 23 15 8 23 23 23 23 8 9 6 23 8,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
13,CS(=O)(=O)NCNCc1Cc(NOc1ccc(O)ccccccFc)c2)c12)c(N,48,0,49,,<eos>,eos,<bos> C S ( = O ) ( = O ) N C N C c 1 C c ( N O c 1 c c c ( O ) c c c c c c F c ) c 2 ) c 1 2 ) c ( N <eos> ) c C c O 2 N ) N C C C ) H 3 ) [ ] 1 C <eos> C <eos> ) O C ) C ( C ] ) c C c ( C c c C C 3 = O <eos> ) C O <eos> O 1 <eos> s 3 r l <eos> o 5 N ] 2 c 5 n 3 = 3 O F,15 20 5 13 19 6 5 13 19 6 18 15 18 15 23 8 15 23 5 18 19 23 8 23 23 23 5 19 6 23 23 23 23 23 23 16 23 6 23 9 6 23 8 9 6 23 5 18,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
14,CC(C)C(Cc1cc(c-c2ccc(Hl)c()[CH]cc2cc)cCc)c2c)C=OCC,50,0,52,,<eos>,eos,<bos> C C ( C ) C ( C c 1 c c ( c - c 2 c c c ( H l ) c ( <unk> ) [ C H ] c c 2 c c ) c C c ) c 2 c ) C = O C C <eos> C ) C ) [ C 2 C ] C ) C <eos> C O <unk> <eos> O ) O ) C ) C C 1 O C ) O <eos> ) ( C <unk> C 1 <eos> C <unk> 1 <eos> ) C O <eos> O 1 <eos> s N - # ) o <eos> o 5 N F 4 1 H s # 2 s,15 15 5 15 6 15 5 15 23 8 23 23 5 23 7 23 9 23 23 23 5 17 24 6 23 5 3 6 21 15 17 22 23 23 9 23 23 6 23 15 23 6 23 9 23 6 15 13 19 15 15,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
15,COC1cc2ccc(C)cC2CNCC(=O)NC1CO,29,0,30,,<eos>,eos,<bos> C O C 1 c c 2 c c c ( C ) c C 2 C N C C ( = O ) N C 1 C O <eos> C 1 <eos> C c 1 <eos> <eos> ( C 1 <eos> O ( C ) c ) c c C <eos> c c 1 ) c C [ C <eos> H ) 1 2 <eos> ) c <eos> O ) C C O <unk> O C 1 C C ) C <eos> C ( C ) <eos> 1 <eos> 1 <unk> 2 N <eos> C 2 <eos> O 1 <eos> o 4 C 4 ) H <pad> s B N o s ) o 1 4 3 4,15 19 15 8 23 23 9 23 23 23 5 15 6 23 15 9 15 18 15 15 5 13 19 6 18 15 8 15 19,COC1C=C2C=CC(C)=CC2CNCC(=O)NC1CO,True,True,1,True,,278.35,0.14,70.59,3.0,4.0,2.0,0.6719,5.0211,True,0.9191,Strong candidate,True
16,CC(CC)[(C)C(=O)[H]c(C[3[]HC(C][[CH]C(C[H4H]C[CH](C)[CH]](C[C[](H)O2)CC)C(=O)c1cccc1C3=O,87,0,94,,<eos>,eos,<bos> C C ( C C ) [ ( C ) C ( = O ) [ H ] c ( C [ 3 [ ] H C ( C ] [ [ C <unk> H ] C ( C [ <unk> H 4 H ] C [ C <unk> H ] ( C ) [ C <unk> H ] ] ( C [ C [ ] <unk> ( H ) O 2 ) C C ) C ( = O ) c 1 c c c <unk> c 1 C 3 = O <eos> <unk> <unk> ] <eos> O 1 <eos> s F 2 O <eos> 2 n o N O r B <eos> ( l 5 ) r,15 15 5 15 15 6 21 5 15 6 15 5 13 19 6 21 17 22 23 5 15 21 10 21 22 17 15 5 15 22 21 21 15 3 17 22 15 5 15 21 3 17 11 17 22 15 21 15 3 17 22 5 15 6 21 15 3 17 22 22 5 15 21 15 21 22 3 5 17 6 19 9 6 15 15 6 15 5 13 19 6 23 8 23 23 23 3 23 8 15 10 13 19,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
17,CCOC(=O)N1ccc2c(c2)N(C(=O)CCC)(,31,0,33,,<eos>,eos,<bos> C C O C ( = O ) N 1 <unk> c c c 2 c ( c 2 ) N ( C ( = O ) C C C ) ( <eos> O c c 1 <eos> c 1 O 1 c ( C 1 S ( F O C <eos> C c <unk> ) c C <unk> C ] ) <unk> H ] 1 c 1 <eos> O ) O C 1 <eos> <unk> ) 1 C C 3 = O C ( O ) C C <eos> ) <unk> ] 2 ) C <eos> <eos> O 1 <eos> 5 c 5 n ) O ) <eos> 4 c C 1 5 r l # r 4,15 15 19 15 5 13 19 6 18 8 3 23 23 23 9 23 5 23 9 6 18 5 15 5 13 19 6 15 15 15 6 5,,False,False,0,True,unbalanced_parentheses,,,,,,,,,,,,
18,CN(C(=O)O)c1cccC(Oc2ccccc2)c1,29,0,30,,<eos>,eos,<bos> C N ( C ( = O ) O ) c 1 c c c C ( O c 2 c c c c c 2 ) c 1 <eos> ) <eos> <eos> 1 1 <eos> C 1 <eos> <eos> <eos> <eos> C <eos> C 1 <eos> ( C ) C C O O = ) C c <unk> C c 2 <eos> C 2 ) C 1 = O ) O C 1 <eos> ( ] 2 ) C ( = O ) [ O ) C 1 2 1 <unk> [ <eos> ) C 1 <eos> O 1 <eos> = 3 H n <eos> o c <eos> 3 <eos> ] S o ] = C # 2,15 18 5 15 5 13 19 6 19 6 23 8 23 23 23 15 5 19 23 9 23 23 23 23 23 9 6 23 8,,False,False,0,True,long_repetitive_fragment,,,,,,,,,,,,
19,CN(C)c1ccccnc3cccccccc2c2C(C(=O)=O)cc1,38,0,39,,<eos>,eos,<bos> C N ( C ) c 1 c c c c n c 3 c c c c c c c c 2 c 2 C ( C ( = O ) = O ) c c 1 <eos> 1 ) C <eos> C 4 c c ( C ) C <eos> 1 <eos> 1 c 2 c ( <eos> c C c C <unk> <eos> 2 C ( O ) C ) ( ) = C O C 2 = C <eos> ) C O <eos> C 1 <eos> 1 O O <eos> <unk> C ] <eos> O 1 <eos> 2 r F 5 B O <eos> 5 = <eos> N <pad> 1 <unk> C r 3 S,15 18 5 15 6 23 8 23 23 23 23 25 23 10 23 23 23 23 23 23 23 23 9 23 9 15 5 15 5 13 19 6 13 19 6 23 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
20,N[CH](C(=O)N1CCSC1)[CH]1CC[CH](NS(=O)(=c)c2ccc(F)c1)Fc2FCCc1,60,0,64,,<eos>,eos,<bos> N [ C <unk> H ] ( C ( = O ) N 1 C C S C 1 ) [ C <unk> H ] 1 C C [ C <unk> H ] ( N S ( = O ) ( = c ) c 2 c c c ( F ) c 1 ) F c 2 F C C c 1 <eos> ) C 1 <eos> c c 2 ) C 1 <eos> c c 2 ) C ( 1 <eos> 1 C F <eos> ) C <eos> C <unk> <eos> O ) C O <eos> O 1 <eos> o [ <pad> 5 <eos> 1 c N 4 <eos> 3 <unk> 1 ) <pad> N l 4,18 21 15 3 17 22 5 15 5 13 19 6 18 8 15 15 20 15 8 6 21 15 3 17 22 8 15 15 21 15 3 17 22 5 18 20 5 13 19 6 5 13 23 6 23 9 23 23 23 5 16 6 23 8 6 16 23 9 16 15 15 23 8,,False,False,0,True,ring_closure_mismatch,,,,,,,,,,,,
